,brand,model_listing,price,shipping
0,DELL,"Refurbished: Refurbished Dell Grade A Precision M4700 15.6"" Laptop, Intel Core I7-3720QM 2.6 GHz, 16GB Memory, 512G SSD, DVD, 1G DG, WIFI, Windows 10 Pro 64-bit (Multi-language), 1 Year Warranty",$607.99,$2.99 Shipping
1,Lenovo,"Refurbished: Refurbished Lenovo N22 Chrome 11.6"" Intel Celeron N3050 1.60GHz 4GB DDR3 16GB SSD Chorme OS 1 Year Warranty",$169.99,$2.99 Shipping
2,DELL,"Refurbished: DELL Laptop E7450 Core i7 5600U (2.60 GHz) 16 GB Memory 1000 SSD 14.0"" Windows 10",$559.99,$2.99 Shipping
3,HP,"Refurbished: HP Laptop 840 G1 Intel Core i5 4th Gen 4300U (1.90 GHz) 16 GB Memory 240 GB SSD Intel HD Graphics 4400 14.0"" Windows 10 Pro 64-Bit",$377.99,$2.99 Shipping
4,DELL,"Refurbished: Dell Grade A Latitude E7250 12.5"" Laptop Intel Core i5 5th Gen 5300U (2.30 GHz) 8 GB DDR3L 512 GB SSD Windows 10 Home 64-bit (Multi-language) 1 Year Warranty",$398.99,$2.99 Shipping
5,Lenovo,"Refurbished: Lenovo Laptop T460S Intel Core i5 6300U (2.40 GHz) 16 GB Memory 480 SSD 14.0"" Windows 10",$490.99,$2.99 Shipping
6,DELL,"Refurbished: Dell Grade A Latitude 3340 13.3"" Laptop Intel Core i5 4th Gen 4210U (1.70 GHz) 4 GB DDR3L 480 GB SSD Windows 10 Home 64-bit (Multi-language) 1 Year Warranty",$368.99,$2.99 Shipping
7,DELL,"Refurbished: Refurbished Dell Grade A Precision M4700 15.6"" Laptop, Intel Core I7-3720QM 2.6 GHz, 16GB Memory, 1T SSD, DVD, 1G DG, WIFI, Windows 10 Pro 64-bit (Multi-language), 1 Year Warranty",$666.99,$2.99 Shipping
8,DELL,"Refurbished: Refurbished Dell Latitude E6520 15.6"" Intel Core i5-2520M 2.5GHz 4GB DDR3 1TB DVD Windows 10 Professional 64 Bits 1 Year Warranty",$320.99,$2.99 Shipping
9,DELL,"Refurbished: DELL Laptop Latitude E7440 Intel Core i7 4th Gen 4600U (2.10 GHz) 8 GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-Bit",$396.99,$2.99 Shipping
