,brand,model_listing,price,shipping
0,DELL,"Dell Precision 3000 3541 15.6"" Mobile Workstation - 1920 x 1080 - Core i7 i7-9850H - 8 GB RAM - 256 GB SSD","$1,657.99",Free Shipping
1,Lenovo,"Lenovo ThinkPad E15 20RD002YUS 15.6"" Notebook - 1920 x 1080 - Core i7 i7-10510U - 8 GB RAM - 256 GB SSD - Silver - Windows 10 Pro 64-bit - Intel UHD Graphics - In-plane Switching (IPS) Technology",$959.99,$2.99 Shipping
2,Lenovo,"Lenovo ThinkPad P53s 20N6001UUS 15.6"" Laptop i7-8565U 512GB SSD W10P Quadro P520","$1,822.99",$8.69 Shipping
3,DELL,"Dell Latitude 3000 3300 13.3"" LCD Notebook - Intel Core i3 i3-7020U 2.30 GHz - 4 GB DDR4 SDRAM - 128 GB SSD - Windows 10 Pro 64-bit (English/French/Spanish) - 1366 x 768 - Black",$643.99,$2.99 Shipping
4,HP,"HP 7KK20UT EliteBook 850 G6 15.6"" FHD Laptop i7-8665U 16GB 512GB SSD W10P","$2,199.99",$2.99 Shipping
5,Lenovo,"Lenovo 300e Chromebook 2nd Gen 81QC0000US 11.6"" LCD Chromebook - MediaTek M8173C 1.70 GHz - 4 GB LPDDR3 - 32 GB Flash Memory - Chrome OS - 1366 x 768 - Twisted nematic (TN) - Black",$282.99,$2.99 Shipping
6,Lenovo,"Lenovo ThinkPad X390 Yoga 20NN0011US 13.3"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i7 i7-8565U - 8 GB RAM - 256 GB SSD - Black","$1,466.99",$2.99 Shipping
7,Lenovo,"Lenovo ThinkPad X1 Yoga 4th Gen 20QF000MUS 14"" Touchscreen 2 in 1 Ultrabook - 1920 x 1080 - Core i5 i5-8265U - 8 GB RAM - 256 GB SSD","$1,599.99",$3.99 Shipping
8,MSI,"MSI WS65 9TM-857 15.6"" Mobile Workstation - 3840 x 2160 - Core i7 i7-9750H - 32 GB RAM - 1 TB SSD - Matte Black with Gold Diamond","$3,861.99",$9.41 Shipping
9,Acer America,"Acer Aspire 3 A315-32-C0S5 15.6"" LCD Notebook - Intel Celeron N4100 Quad-core (4 Core) 1.10 GHz - 4 GB DDR4 SDRAM - 1 TB HDD - Windows 10 Home 64-bit - 1920 x 1080 - ComfyView - Obsidian Black",$347.99,$2.99 Shipping
10,Lenovo,"Lenovo IdeaPad S740-15IRH Touch 81NW0000US 15.6"" Touchscreen Notebook - 3840 x 2160 - Core i7 i7-9750H - 16 GB RAM - 1 TB SSD - Iron Gray","$1,799.99",$2.99 Shipping
11,Microsoft,"Microsoft Laptop Surface Laptop 2 LQP-00001 Intel Core i5 8th Gen 8 GB Memory 256 GB SSD Intel UHD Graphics 620 13.5"" Touchscreen Windows 10 Home","$1,319.00",$2.99 Shipping
12,TrekStor GmbH,"TREKSTOR Primebook P14B Notebook with Intel® Celeron® N3350 processor, Windows 10 Home, Office 365 Personal (One-Year-License)*, 14.1"" Full-HD-IPS-display, 64 GB, fingerprint sensor, M.2 SSD extension",$282.99,$8.69 Shipping
13,DELL,"DELL M0H52 Latitude 7300 13.3"" Laptop i5- 8265U 8GB 256GB SSD W10P","$1,526.99",$8.59 Shipping
14,DELL,"Dell Latitude 7000 7300 13.3"" Notebook - 1920 x 1080 - Core i5 i5-8365U - 8 GB RAM - 256 GB SSD","$1,629.99",$8.59 Shipping
15,Acer America,"Acer Chromebook 715 CB715-1W-59YQ 15.6"" Chromebook - 1920 x 1080 - Core i5 i5-8250U - 16 GB RAM - 64 GB Flash Memory",$763.99,$2.99 Shipping
16,ASUS,"ASUS VivoBook S15 S532 Thin & Light 15.6” FHD, Intel Core i7-8565U CPU, 12GB RAM, 512GB PCIe NVMe SSD, NVIDIA GeForce MX250 Graphics, IR Camera, Windows 10 Home, S532FL-DB77, Transparent Silver","$1,099.99",$2.99 Shipping
17,HP,"HP Elite Dragonfly 13.3"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i7 i7-8665U - 16 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - In-plane Switching (IPS) Technolo","$1,999.99",$2.99 Shipping
18,DELL,"Refurbished: DELL Grade B Laptop E7250 Intel Core i7 5th Gen 5600U (2.60 GHz) 8 GB Memory 256 GB SSD 12.5"" Windows 10 Pro 64-Bit",$290.99,$2.99 Shipping
19,HP,"Refurbished: HP Grade A Laptop EliteBook 820 G3 Intel Core i7 6th Gen 6600U (2.60 GHz) 16 GB Memory 256 GB SSD Intel HD Graphics 520 12.5"" Windows 10 Home 64-bit Multi-language",$621.99,$2.99 Shipping
20,DELL,"Refurbished: DELL Grade A Laptop Latitude E6430 Intel Core i5 3rd Gen 3320M (2.60 GHz) 8 GB Memory 500 GB HDD Intel HD Graphics 4000 14.0"" Windows 10 Pro 64-Bit",$332.99,$2.99 Shipping
21,Lenovo,"Refurbished: Lenovo/W541/Core i7-4600M 2.9GHz/16GB Ram/256GB SSD/DVDRW/15.6""/Win10P64/Webcam/A GRADE",$621.99,$2.99 Shipping
22,DELL,"Refurbished: Refurbished Dell Latitude E6430 14"" Intel Core i5-3320M 2.6GHz 12GB 128GB SSD DVD Windows 7 Pro 64 Bits",$356.99,$2.99 Shipping
23,DELL,"Refurbished: DELL Laptop Latitude E6540 Intel Core i7 4th Gen 4800MQ (2.70 GHz) 16 GB Memory 256 GB SSD Intel HD Graphics 4600 15.6"" Windows 10 Pro 64-Bit",$474.99,$2.99 Shipping
24,DELL,"Refurbished: Refurbished Dell Latitude E6430 14"" Intel Core i5-3320M 2.6GHz 16GB 240GB SSD DVD Windows 10 Pro 64 Bits",$435.99,$7.99 Shipping
25,DELL,"Refurbished: DELL Laptop Latitude E6430 Intel Core i5 3320M (2.60 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 4000 14.0"" Windows 7 Professional 64-Bit",$284.99,$2.99 Shipping
26,HP,"Refurbished: HP Laptop EliteBook 8440P Intel Core i5 2.40 GHz 8 GB Memory 128 GB SSD 14.1"" Windows 10 Pro 64-Bit",$249.99,$2.99 Shipping
27,DELL,"Refurbished: Refurbished Dell Latitude E6430 14"" Intel Core i5-3320M 2.6GHz 16GB 1TB DVD Windows 10 Pro 64 Bits",$419.99,$2.99 Shipping
28,DELL,"Refurbished: DELL Laptop E6540 Intel Core i7 4th Gen 4800MQ (2.70 GHz) 16 GB Memory 256 GB SSD 15.6"" Windows 10 Pro 64-Bit",$465.99,$3.99 Shipping
29,DELL,"Refurbished: DELL Laptop E7240 Intel Core i5 4th Gen 4300U (1.90 GHz) 8 GB Memory 128 GB SSD 12.5"" Windows 10 Home 64-Bit (Grade B)",$202.99,$2.99 Shipping
30,DELL,"Refurbished: Refurbished Dell Latitude E6430 14"" Intel Core i5-3320M 2.6 GHz 16 GB 240 GB SSD DVD Windows 7 Professional 64-bit",$399.99,$2.99 Shipping
31,HP,"Refurbished: HP Laptop 6470B Intel Core i5 3rd Gen 3210M (2.50 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 4000 14.0"" Windows 7 Professional 64-Bit",$284.99,$2.99 Shipping
32,HP,"Refurbished: HP Grade A Laptop EliteBook 820 G3 Intel Core i7 6th Gen 6600U (2.60 GHz) 16 GB Memory 512 GB SSD Intel HD Graphics 520 12.5"" Windows 10 Home 64-bit Multi-language",$686.99,$2.99 Shipping
33,Lenovo,"Refurbished: Lenovo Laptop P50 Intel Core i7 6700HQ (2.60 GHz) 16 GB Memory 240 SSD 15.6"" Windows 10",$538.99,$2.99 Shipping
34,DELL,"Refurbished: Refurbished Dell Latitude E6430 14"" Intel Core i5-3320M 2.6GHz 8GB 750GB DVD Windows 7 Pro 64 Bits",$319.99,$2.99 Shipping
35,DELL,"Refurbished: Refurbished Dell Latitude E6430 14"" Intel Core i5-3320M 2.6GHz 8GB 320GB DVD Windows 7 Pro 64 Bits",$299.99,$2.99 Shipping
