,brand,model_listing,price,shipping
0,DELL,"Refurbished: DELL Laptop E5470 Intel Core i5 6300HQ (2.30 GHz) 16 GB Memory 1000 SSD 14.0"" Windows 10",$464.99,$2.99 Shipping
1,HP,"Refurbished: HP Grade A Probook 640G2 14.0"" Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 16 GB DDR4 1 TB DVD WIFI Windows 10 Home 64 bits (Multi-language) 1 Year Warranty",$502.99,$2.99 Shipping
2,Lenovo,"Refurbished: Refurbished Lenovo ThinkPad T420S 14.0"" Intel Core i5-2520M 2.5GHz 4GB DDR3 120GB SSD DVD Windows 10 Professional 64 Bits 1 Year Warranty",$306.99,$2.99 Shipping
3,Lenovo,"Refurbished: Lenovo Grade A ThinkPad T460 14.0"" Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 16 GB DDR3L 1 TB WIFI Bluetooth Windows 10 Home 64 bits (Multi-language) 1 Year Warranty",$518.99,$2.99 Shipping
4,Toshiba,"Refurbished: TOSHIBA Laptop Portege Z30-B Core i7 5600U (2.60 GHz) 8 GB Memory 480 SSD 14.0"" Windows 10",$403.99,$2.99 Shipping
5,DELL,"Refurbished: Refurbished Dell Grade A Precision M4700 15.6"" Laptop, Intel Core I7-3720QM 2.6 GHz, 16GB Memory, 1T, DVD, 1G DG, WIFI, Windows 10 Pro 64-bit (Multi-language), 1 Year Warranty",$587.99,$2.99 Shipping
6,DELL,"Refurbished: DELL Laptop Precision 5510 Intel Core i5 6300HQ (2.30 GHz) 16 GB Memory 480 SSD 15.6"" Windows 10",$643.99,$2.99 Shipping
7,HP,"Refurbished: HP Grade A Probook 640G2 14.0"" Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB DDR4 512 GB SSD DVD WIFI Windows 10 Home 64 bits (Multi-language) 1 Year Warranty",$465.99,$2.99 Shipping
8,DELL,"Refurbished: Refurbished Dell Grade A Latitude E6440 14"" Laptop, Intel Core I5-4300M 2.6 GHz, 8GB Memory, 1T SSD, DVDRW, WIFI, Windows 10 Home 64-bit (Multi-language), 1 Year Warranty",$479.99,$2.99 Shipping
9,DELL,"Refurbished: Dell Grade A Latitude 3340 13.3"" Laptop Intel Core i5 4th Gen 4210U (1.70 GHz) 8 GB DDR3L 500 GB Windows 10 Home 64-bit (Multi-language) 1 Year Warranty",$339.99,$2.99 Shipping
10,HP,"Refurbished: Refurbished HP Grade A Zbook 15 G2, Intel Core I7-4810MQ 2.8 GHz, 16GB Memory, 512G SSD, DVDRW, 1G GDDR5 DG, WIFI, Windows 10 Pro 64-bit (Multi-language), 1 Year Warranty",$669.99,$2.99 Shipping
11,DELL,"Refurbished: Dell Grade A Latitude E5430 14.0"" Laptop Intel Core i7 3rd Gen 3520M (2.90 GHz) 8 GB DDR3 480 GB SSD DVD WIFI Windows 10 Home 64 bits (Multi-language) 1 Year Warranty",$429.99,$2.99 Shipping
12,DELL,"Refurbished: Refurbished: Dell Grade A Latitude E5440, Intel Core I5-4300U 1.9GHz, 8G DDR3, 512G SSD, DVD, 14"" Screen, Win 10 Home 64-bit, 1 Year Warranty",$401.99,$2.99 Shipping
13,DELL,"Refurbished: Dell Grade A Latitude E5430 14.0"" Laptop Intel Core i7 3rd Gen 3520M (2.90 GHz) 8 GB DDR3 360 GB SSD DVD WIFI Windows 10 Home 64 bits (Multi-language) 1 Year Warranty",$412.99,$2.99 Shipping
14,DELL,"Refurbished: Refurbished Dell Grade A Latitude E6230 Laptop, Intel Core I5 3320M 2.6GHz, 8G DDR3, 512G SSD, WIFI, 12INCH, Win 10 Home 64-bit Multi-Language, 1 Year Warranty",$345.99,$2.99 Shipping
