,brand,model_listing,price,shipping
10,SAMSUNG,"SAMSUNG Laptop Notebook Flash NP530XBB-K01US Intel Celeron N4000 (1.10 GHz) 4 GB LPDDR4 Memory 64 GB eMMC SSD Intel UHD Graphics 600 13.3"" Windows 10 Home 64-bit",$349.99,$2.99 Shipping
11,MSI,"MSI Laptop Prestige 14 A10SC-021 Intel Core i7 10th Gen 10710U (1.10 GHz) 16 GB Memory 1 TB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q 14.0"" Windows 10 Pro 64-bit","$1,699.99",$9.18 Shipping
12,MSI,"MSI Laptop Modern 15 A10RAS-096 Intel Core i7 10th Gen 10510U (1.80 GHz) 16 GB Memory 512 GB NVMe SSD NVIDIA GeForce MX330 15.6"" Windows 10 Home 64-bit",$949.00,$2.99 Shipping
13,Acer America,"Acer Chromebook 714 CB714-1WT-5427 14"" Touchscreen Chromebook - 1920 x 1080 - Core i5 i5-8350U - 8 GB RAM - 64 GB Flash Memory - Steel Gray",$858.99,$2.99 Shipping
14,MSI,"MSI Laptop Modern 15 A10M-098 Intel Core i5 10th Gen 10210U (1.60 GHz) 8 GB Memory 512 GB NVMe SSD Intel UHD Graphics 15.6"" Windows 10 Home 64-bit",$749.00,$2.99 Shipping
15,Lenovo,"Open Box: Lenovo ThinkPad E495 20NE0002US 14"" FHD Laptop Ryzen 5 3500U 8GB 256GB SSD W10P",$510.00,$2.99 Shipping
16,GIGABYTE,"GIGABYTE AERO 15S OLED XA-7US5130SP 15.6"" 4K AMOLED 60 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 512 GB SSD Windows 10 Pro 64-bit Gaming Laptop","$2,199.00",Free Shipping
17,MSI,"MSI Laptop Modern 15 A10M-014 Intel Core i5 10th Gen 10210U (1.60 GHz) 8 GB Memory 512 GB NVMe SSD Intel UHD Graphics 15.6"" Windows 10 Home 64-bit",$849.99,$2.99 Shipping
18,AORUS,"Aorus 15-WA-F74ADW 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop","$1,599.00",Free Shipping
19,Lenovo,"Lenovo ThinkPad P43s 20RH002SUS 14"" Mobile Workstation - 1920 x 1080 - Core i7 i7-8565U - 16 GB RAM - 512 GB SSD - Glossy Black - Windows 10 Pro 64-bit - NVIDIA Quadro P520 with 2 GB - In-plane S","$1,692.99",$8.69 Shipping
20,Microsoft,"Microsoft Laptop Surface Laptop JKR-00050 Intel Core i7 7th Gen 7660U (2.50 GHz) 16 GB Memory 512 GB SSD Intel Iris Plus Graphics 640 13.5"" Touchscreen Windows 10 Pro 64-Bit","$2,248.00",Free Shipping
21,Lenovo,"Lenovo ThinkPad P53s 15.6"" Touchscreen Laptop i7-8565U 512GB SSD Quadro P520","$1,850.99",$8.92 Shipping
22,Acer America,"Acer TravelMate B1 B118-M TMB118-M-C2X7 11.6"" Notebook - 1366 x 768 - Celeron N4100 - 4 GB RAM - 128 GB SSD",$486.99,$2.99 Shipping
23,ASUS,ASUS ZenBook S13 UX392FN-XS77 13.9 inch Intel Core i7-8565U 1.8GHz/ 16GB LPDDR3/ 512GB SSD/ USB3.1/ Windows 10 Pro Ultrabook (Premium Galaxy Aluminum Blue),"$1,597.99",Free Shipping
24,MSI,"MSI Laptop P Series P65 Creator-253 Intel Core i7 8th Gen 8750H (2.20 GHz) 32 GB Memory 512 GB NVMe SSD NVIDIA GeForce RTX 2070 Max-Q 15.6"" Windows 10 Pro 64-bit","$1,899.00",Free Shipping
25,MSI,"MSI Laptop Creator 15M A9SD-044 Intel Core i5 9th Gen 9300H (2.40 GHz) 8 GB Memory 256 GB NVMe SSD NVIDIA GeForce GTX 1660 Ti 15.6"" Windows 10 Home 64-bit",$999.00,Free Shipping
26,DELL,"Dell XPS 15 7590 15.6"" Notebook - 1920 x 1080 - Core i7 i7-9750H - 16 GB RAM - 512 GB SSD - Silver","$1,827.99",$2.99 Shipping
27,ASUS,"ASUS Laptop ZenBook S UX391UA-XB71-R Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB LPDDR3 Memory 256 GB SSD Intel UHD Graphics 620 13.3"" Windows 10 Pro 64-Bit","$1,170.99",$2.99 Shipping
28,Lenovo,"Lenovo ThinkPad T490 20Q90006US 14"" Notebook - 1920 x 1080 - Core i5 i5-8365U - 16 GB RAM - 512 GB SSD - Glossy Black","$2,087.99",$2.99 Shipping
29,Lenovo,"Lenovo ThinkPad P1 Gen 2 20QT001XUS 15.6"" Mobile Workstation - 1920 x 1080 - Core i7 i7-9750H - 16 GB RAM - 256 GB SSD - Midnight Black - Windows 10 Pro 64-bit - NVIDIA Quadro T1000 with 4 GB - I","$1,904.99",$2.99 Shipping
30,HP,"HP 7KJ85UT EliteBook 830 G6 13.3"" FHD Laptop i7-8665U 8GB 256GB SSD W10P","$1,645.99",$2.99 Shipping
31,HP,"HP Laptop Stream 11 Pro G5 5VD76UT#ABA Intel Pentium Silver N5000 (1.10 GHz) 4 GB Memory 128 GB eMMC SSD Intel UHD Graphics 605 11.6"" Windows 10 Pro 64-bit",$399.99,$2.99 Shipping
32,HP,"HP Laptop 15-db0048nr AMD A9-Series A9-9425 (3.10 GHz) 4 GB Memory 1 TB HDD AMD Radeon R5 Series 15.6"" Windows 10 Home",$499.99,$8.92 Shipping
33,DELL,"Dell XPS 13 9380 13.3"" Notebook - 1920 x 1080 - Core i7 i7-8565U - 8 GB RAM - 256 GB SSD - Platinum Silver, Carbon Fiber Black - Intel UHD Graphics 620 - In-plane Switching (IPS) Technology - 21","$1,404.99",$8.69 Shipping
34,Lenovo,"Lenovo ThinkPad X390 Yoga 20NN0010US 13.3"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i7 i7-8565U - 16 GB RAM - 512 GB SSD - Silver","$1,812.99",$2.99 Shipping
35,Mobile Edge,ALIENWARE AREA-51M WHITE ELITE BACKKPACK 17.3 - LIMITED EDITION,$127.99,$2.99 Shipping
