,product_category,brand,model_specifications,current_promotions,price,shipping,page_number,product_links,image_link
130,Laptops / Notebooks,HP,"HP 17 Business Laptop - Linux Mint Cinnamon - Intel Quad-Core i5-8250U, 16GB RAM, 500GB PCIe NVMe SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,209.99",Free Shipping,4,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H21?Item=9SIA8TK8UA9223,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
131,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 7 Professional - Intel Quad-Core i5-8250U, 8GB RAM, 2TB PCIe NVMe SSD + 1TB Storage SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,924.99",Free Shipping,4,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HF4?Item=9SIA8TK8UA9436,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
132,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 10 Home - Intel Quad-Core i5-8250U, 32GB RAM, 500GB PCIe NVMe SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,539.99",Free Shipping,4,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H35?Item=9SIA8TK8UA9243,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
133,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 16GB RAM 256GB SSD 500GB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,785.62,Free Shipping,4,https://www.newegg.com/p/1TS-000D-072N3?Item=9SIAJZDAK05110,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
134,Laptops / Notebooks,HP,"HP 17 Business Laptop - Linux Mint Cinnamon - Intel Quad-Core i5-8250U, 32GB RAM, 256GB PCIe NVMe SSD + 1TB Storage SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,814.99",Free Shipping,4,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HH4?Item=9SIA8TK8UA9463,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
135,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 10 Pro - Intel Quad-Core i5-8250U, 32GB RAM, 256GB PCIe NVMe SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,594.99",Free Shipping,4,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H30?Item=9SIA8TK8UA9235,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
136,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 24GB RAM 1024GB SSD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,945.41,Free Shipping,4,https://www.newegg.com/p/1TS-000D-072U0?Item=9SIAJZDAK05159,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
137,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 10 Pro - Intel Quad-Core i5-8250U, 8GB RAM, 1TB PCIe NVMe SSD + 4TB Storage SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"2,254.99",Free Shipping,4,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HS1?Item=9SIA8TK8UA9613,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
138,Laptops / Notebooks,HP,"HP 17 Business Laptop - Linux Mint Cinnamon - Intel Quad-Core i5-8250U, 16GB RAM, 256GB PCIe NVMe SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,154.99",Free Shipping,4,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H17?Item=9SIA8TK8UA9217,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
139,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 10 Pro - Intel Quad-Core i5-8250U, 16GB RAM, 256GB SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,297.99",Free Shipping,4,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GW2?Item=9SIA8TK8UA9119,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
140,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 16GB RAM 1TB HDD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,758.99,Free Shipping,4,https://www.newegg.com/p/1TS-000D-072M0?Item=9SIAJZDAK05098,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
141,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 7 Professional - Intel Quad-Core i5-8250U, 8GB RAM, 1TB PCIe NVMe SSD + 2TB Storage SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,924.99",Free Shipping,4,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HK6?Item=9SIA8TK8UA9519,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
142,Laptops / Notebooks,HP,"HP 17 Business Laptop - Windows 7 Professional - Intel Quad-Core i5-8250U, 16GB RAM, 500GB PCIe NVMe SSD + 1TB Storage SSD, 17.3"" HD+ (1600x900) Display,  SD Card Reader, DVD+-RW Burner",,"1,869.99",Free Shipping,4,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HG1?Item=9SIA8TK8UA9445,//c1.neweggimages.com/ProductImageCompressAll300/A8TK_1_2019030158504158.jpg
143,Laptops / Notebooks,HP,"HP 17.3"" HD+ Customized Premium Laptop | Intel Core i5-7200U Processor | 24GB RAM 128GB SSD | DVD-RW | Backlit Keyboard | HDMI | Windows 10 Black",,812.25,Free Shipping,4,https://www.newegg.com/p/1TS-000D-072M6?Item=9SIAJZDAK05103,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_201911151141222203.jpg
