,item_number,general_category,product_category,page_number,brand,model_specifications,current_promotions,price,shipping,product_links,image_link
0,N82E16834235175,Computer Systems,Laptops / Notebooks,1,ASUS,"ASUS ZenBook S13 Ultra Thin & Light Laptop 13.9"" FHD, Intel Core i7-8565U CPU, GeForce MX150, 8 GB RAM, 512 GB PCIe SSD, Windows 10 Pro, Silver Blue, UX392FN-XS71","Free ASUS zenfone w/ purchase, limited offer",1049.99,0.0,https://www.newegg.com/utopia-blue-asus-zenbook-ux392fn-xs71-mainstream/p/N82E16834235175?Item=N82E16834235175,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-235-175-V19.jpg
1,N82E16834235288,Computer Systems,Laptops / Notebooks,1,ASUS,"ASUS Laptop ZenBook UX434FLC-XH77 Intel Core i7 10th Gen 10510U (1.80 GHz) 16 GB LPDDR3 Memory 512 GB SSD NVIDIA GeForce MX250 14.0"" Windows 10 Pro 64-bit",,1199.99,0.0,https://www.newegg.com/dark-royal-blue-asus-zenbook-ux434flc-xh77-mainstream/p/N82E16834235288?Item=N82E16834235288,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-235-288-V01.jpg
2,1TS-001A-021N8,Computer Systems,Laptops / Notebooks,1,ASUS,"ASUS ZenBook 14 Ultra-Slim Laptop 14"" Full HD 4-Way NanoEdge Bezel, AMD R7 3700U CPU, 8 GB RAM, 1 TB PCIe SSD, NumberPad, Windows 10 - UM433DA-DH75, Icicle Silver",,1099.0,0.0,https://www.newegg.com/icicle-silver-asus-zenbook-um433da-dh75-mainstream/p/1TS-001A-021N8?Item=9SIA7ABB2H7424,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A7ABS200211AMMij.jpg
3,N82E16834155442,Computer Systems,Laptops / Notebooks,1,MSI,"MSI Laptop P65 Creator 9SD-1656 Intel Core i7 9th Gen 9750H (2.60 GHz) 16 GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1660 Ti 15.6"" Windows 10 Home 64-bit",,1199.99,2.99,https://www.newegg.com/space-gray-with-silver-diamond-cut-msi-p65-creator-9sd-1656-gaming-entertainment/p/N82E16834155442?Item=N82E16834155442,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-155-442-V21.jpg
4,1TS-001A-021P0,Computer Systems,Laptops / Notebooks,1,ASUS,"ASUS ZenBook 14 Ultra-Slim Laptop 14"" Full HD 4-Way NanoEdge Bezel, AMD R7 3700U CPU, 8 GB RAM, 1 TB PCIe SSD, NumberPad, Windows 10 Pro- UM433DA-DH75, Icicle Silver",,1249.0,0.0,https://www.newegg.com/icicle-silver-asus-zenbook-um433da-dh75-mainstream/p/1TS-001A-021P0?Item=9SIA7ABB2H7427,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/A7ABS200211ePUOu.jpg
5,1TS-000D-037B2,Computer Systems,Laptops / Notebooks,1,HP,"HP Laptop ProBook 450 G6 5YH15UT#ABA Intel Core i7 8th Gen 8565U (1.80 GHz) 16 GB Memory 256 GB SSD NVIDIA GeForce MX130 15.6"" Windows 10 Pro 64-bit",,1099.99,0.0,https://www.newegg.com/natural-silver-hp-probook-450-g6-mainstream/p/1TS-000D-037B2?Item=1TS-000D-037B2,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/1TS-000D-037B2-S07.jpg
6,1TS-000D-09EP1,Computer Systems,Laptops / Notebooks,1,HP,"HP 15.6"" Premium HD Notebook, Quad Core i7-10510u up to 4.9GHz, 16GB DDR4, 1TB NVMe, Nvidia MX 130 2GB GDDR5, USB C 3.1, WiFi, Bluetooth 4.2, HDMI, Windows 10 Pro",,1049.99,0.0,https://www.newegg.com/silver-hp-premium/p/1TS-000D-09EP1?Item=9SIA65EB7V7092,//c1.neweggimages.com/ProductImageCompressAll300/A65E_1_202003242124441577.jpg
7,1TS-000D-032G0,Computer Systems,Laptops / Notebooks,1,HP,"HP EliteBook 840 G5 Premium School and Business Laptop (Intel 8th Gen i7-8550U Quad-Core, 16GB RAM, 256GB PCIe SSD, 14"" FHD 1920x1080 Sure View Display, Thunderbolt3, NFC, Fingerprint, Win 10 Pro)",Free Expedited Shipping,1449.0,0.0,https://www.newegg.com/p/1TS-000D-032G0?Item=9SIA7AB8D73120,//c1.neweggimages.com/ProductImageCompressAll300/A7AB_1_201811092013621813.jpg
8,1TS-000D-06SY7,Computer Systems,Laptops / Notebooks,1,HP,"HP Zbook 15 G3 Notebook, 15.6"" FHD Display, Intel Core i7-6820HQ Upto 3.6GHz, 16GB RAM, 512GB NVMe SSD, NVIDIA Quadro M2000M, HDMI, VGA, Thunderbolt, Wi-Fi, Bluetooth, Windows 10 Pro (V2W12UT)",,1199.99,0.0,https://www.newegg.com/black-slate-hp-zbook-15-g3/p/1TS-000D-06SY7?Item=9SIA8TKAW88596,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/AA0S_1_201910301029961433.jpg
9,N82E16834155344,Computer Systems,Laptops / Notebooks,1,MSI,"MSI Laptop PS Series PS42 Modern-074 Intel Core i7 8th Gen 8550U (1.80 GHz) 16 GB Memory 256 GB NVMe SSD NVIDIA GeForce GTX 1050 Max-Q 14.0"" Windows 10 Home 64-bit",,1039.99,0.0,https://www.newegg.com/grey-with-blue-diamond-cut-msi-ps-series-ps42-modern-074/p/N82E16834155344?Item=9SIA8X5B6M5713,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-155-344-V10.jpg
