,item_number,general_category,product_category,page_number,brand,model_specifications,current_promotions,price,shipping,product_links,image_link
0,1TS-000D-07XU2,Computer Systems,Laptops / Notebooks,1,HP,"HP 15 Notebook, 15.6"" HD Touch Display, AMD Ryzen 7 3700U Upto 4.0GHz, 16GB RAM, 512GB NVMe SSD, Vega 10, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",Free Expedited Shipping,829.99,0.0,https://www.newegg.com/silver-hp-15/p/1TS-000D-07XU2,//c1.neweggimages.com/ProductImageCompressAll300/AA0S_1_201912231592104651.jpg
1,1TS-000D-07XX0,Computer Systems,Laptops / Notebooks,1,HP,"HP 15 Notebook, 15.6"" HD Touch Display, AMD Ryzen 7 3700U Upto 4.0GHz, 16GB RAM, 256GB NVMe SSD, Vega 10, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home",Free Expedited Shipping,649.99,0.0,https://www.newegg.com/silver-hp-15/p/1TS-000D-07XX0,//c1.neweggimages.com/ProductImageCompressAll300/V1VV_1_201912231887637038.jpg
2,1TS-001A-01U16,Computer Systems,Laptops / Notebooks,1,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,998.55,0.0,https://www.newegg.com/p/1TS-001A-01U16,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
3,1TS-000D-07XU6,Computer Systems,Laptops / Notebooks,1,HP,"HP 15 Notebook, 15.6"" HD Touch Display, AMD Ryzen 7 3700U Upto 4.0GHz, 32GB RAM, 1TB NVMe SSD, Vega 10, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",Free Expedited Shipping,1429.99,0.0,https://www.newegg.com/silver-hp-15/p/1TS-000D-07XU6,//c1.neweggimages.com/ProductImageCompressAll300/AA0S_1_201912231506438013.jpg
4,1TS-000D-07XV1,Computer Systems,Laptops / Notebooks,1,HP,"HP 15 Notebook, 15.6"" HD Touch Display, AMD Ryzen 7 3700U Upto 4.0GHz, 16GB RAM, 1TB NVMe SSD, Vega 10, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",Free Expedited Shipping,899.0,0.0,https://www.newegg.com/silver-hp-15/p/1TS-000D-07XV1,//c1.neweggimages.com/ProductImageCompressAll300/AA0S_1_201912231190136038.jpg
5,1TS-001A-01U86,Computer Systems,Laptops / Notebooks,1,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 1024GB SSD 2TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1367.58,0.0,https://www.newegg.com/p/1TS-001A-01U86,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
6,1TS-001A-01U84,Computer Systems,Laptops / Notebooks,1,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 1024GB SSD 1TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1338.64,0.0,https://www.newegg.com/p/1TS-001A-01U84,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
7,1TS-001A-01U40,Computer Systems,Laptops / Notebooks,1,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 512GB SSD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1056.44,0.0,https://www.newegg.com/p/1TS-001A-01U40,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
8,1TS-000A-04P26,Computer Systems,Laptops / Notebooks,1,DELL,"Dell Inspiron 5575 15.6"" FHD Notebook, AMD Quad-Core Ryzen 7 2700U Upto 3.8GHz, 32GB RAM, 1TB NVMe SSD + 1TB HDD, Radeon Vega 10, HDMI, Card Reader, LAN, Wi-Fi, Bluetooth, Windows 10 Pro",Free Expedited Shipping,1377.99,0.0,https://www.newegg.com/silver-dell-inspiron-5575-creating-designing/p/1TS-000A-04P26,//c1.neweggimages.com/ProductImageCompressAll300/AA0S_1_201905231282217582.jpg
9,1TS-001A-01U51,Computer Systems,Laptops / Notebooks,1,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 1024GB SSD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1150.51,0.0,https://www.newegg.com/p/1TS-001A-01U51,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
10,1TS-001A-01U66,Computer Systems,Laptops / Notebooks,1,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 512GB SSD 1TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1244.57,0.0,https://www.newegg.com/p/1TS-001A-01U66,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
11,1TS-001A-01U54,Computer Systems,Laptops / Notebooks,1,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 256GB SSD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1099.86,0.0,https://www.newegg.com/p/1TS-001A-01U54,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
12,1TS-000D-07XW7,Computer Systems,Laptops / Notebooks,1,HP,"HP 15 Notebook, 15.6"" HD Touch Display, AMD Ryzen 7 3700U Upto 4.0GHz, 32GB RAM, 1TB NVMe SSD, Vega 10, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home",Free Expedited Shipping,1429.99,0.0,https://www.newegg.com/silver-hp-15/p/1TS-000D-07XW7,//c1.neweggimages.com/ProductImageCompressAll300/AEYA_1_201912231024761653.jpg
13,1TS-000D-07XW2,Computer Systems,Laptops / Notebooks,1,HP,"HP 15 Notebook, 15.6"" HD Touch Display, AMD Ryzen 7 3700U Upto 4.0GHz, 16GB RAM, 512GB NVMe SSD, Vega 10, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home",Free Expedited Shipping,829.99,0.0,https://www.newegg.com/silver-hp-15/p/1TS-000D-07XW2,//c1.neweggimages.com/ProductImageCompressAll300/AEYA_1_20191223985220936.jpg
