,product_category,brand,model_specifications,current_promotions,price,shipping,product_links,image_link
0,Laptops / Notebooks,DELL,"Dell Inspiron 14"" HD 2-in-1 Touchscreen Notebook, 8th Gen Intel Core i3-8145U,16GB DDR4 RAM,256GB SSD Plus 1TB HDD, Intel UHD Graphics 620,Wifi 802.11AC,Bluetooth,HD Webcam,HDMI,Windows 10 Pro",,599.00,0.0,https://www.newegg.com/gray-dell-inspiron-5481-creating-designing/p/1TS-000A-09YW0?Item=9SIAE4NB811097,//c1.neweggimages.com/ProductImageCompressAll300/AE4N_1_202003221361648376.jpg
1,Laptops / Notebooks,DELL,"Dell Inspiron 3493 14"" Customized Laptop | 10th Gen Intel Core i3-1005G1 up to 3.4 GHz | 16GB RAM 256GB SSD | HDMI | Wi-Fi | Bluetooth | Black Only 3.4lb | Windows 10",,538.26,0.0,https://www.newegg.com/p/1TS-000A-08GK5?Item=9SIAMPTB8P4598,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/AJZD_1_202001151156184635.jpg
2,Laptops / Notebooks,Lenovo,"2020 Lenovo Thinkpad T480 14"" Full HD FHD (1920x1080) Business Laptop (Intel 8th Gen Quad-Core i5-8250U, 16GB DDR4 RAM, 256GB PCIe M.2 SSD) Backlit, Fingerprint, Thunderbolt 3 Type-C, Windows 10 Pro",,1039.99,0.0,https://www.newegg.com/p/1TS-000E-0J1N5?Item=9SIADG3B969372,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/ADG3S200325LQB3C.jpg
3,Laptops / Notebooks,HP,"HP 14 Notebook, 14"" HD Display, AMD Ryzen 3 3200U Upto 3.5GHz, 16GB RAM, 256GB SSD, Vega 3, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home","Due to holiday observance, orders placed between 4/7 – 4/19 will experience shipping delays",499.99,0.0,https://www.newegg.com/silver-hp-14/p/1TS-000D-09CM7?Item=9SIAEYAB6B2995,//c1.neweggimages.com/ProductImageCompressAll300/V1VV_1_20200310987989792.jpg
4,Laptops / Notebooks,HP,"2020 HP Probook 440 G6 14"" FHD Full HD (1920x1080) Business Laptop (Intel Quad-Core i7-8565U, 16GB DDR4 RAM, 256GB PCIe NVMe M.2 SSD) Backlit, Type-C, RJ-45, HDMI, Windows 10 Pro 64-bit",,1099.99,0.0,https://www.newegg.com/p/1TS-000D-09EV2?Item=9SIADG3B983243,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/ADG3S200327dCRT7.jpg
5,Laptops / Notebooks,DELL,"Dell Inspiron 14"" HD Laptop,10th Generation Intel Core i5-1035G4, 16GB DDR4,256GB SSD,Intel Iris Plus Graphics,Wifi-AC, Bluetooth 4.1, HDMI,Windows 10 Pro",,649.00,0.0,https://www.newegg.com/black-dell-inspiron-3000-mainstream/p/1TS-000A-09Z83?Item=9SIAE4NB839047,//c1.neweggimages.com/ProductImageCompressAll300/V2Y2_1_202002041476591289.jpg
6,Laptops / Notebooks,HP,"2020 Newest HP Pavilion 14"" Thin & Light Laptop, Micro-Edge Display, 10th Gen Intel Dual-Core i3-1005G1 (Beat i5-7200U)  16GB RAM 256GB SSD Bluetooth Type-C Webcam Win 10 (Gold)",,673.00,0.0,https://www.newegg.com/p/1TS-000D-09CW2?Item=9SIAMRPB6C6702,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/AMRPS200311KQdO2.jpg
7,Laptops / Notebooks,Lenovo,"Lenovo Thinkpad T480 14.0"" Customized Business Laptop | Intel Quad Core i5-8250U | 16GB RAM 256GB SSD | Full HD IPS | Fingerprint Reader | 802.11ac | Windows 10 Home Black",,958.72,0.0,https://www.newegg.com/p/1TS-000E-0J121?Item=9SIAJZDB786158,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202003191188496071.jpg
8,Laptops / Notebooks,DELL,"Dell Inspiron 14"" Full HD 2-in-1 Touchscreen Notebook, 8th Generation Intel Core i7-8565U,16GB DDR4 RAM,256GB SSD, Intel UHD Graphics 620,Wifi 802.11AC,Bluetooth,HD Webcam,HDMI,USB, Windows 10 Home",,899.00,0.0,https://www.newegg.com/silver-dell-inspiron-5482-creating-designing/p/1TS-000A-09Y49?Item=9SIAE4NB7B8690,//c1.neweggimages.com/ProductImageCompressAll300/AE4N_1_202003221377661358.jpg
9,Laptops / Notebooks,MSI,"MSI Laptop PS Series PS42 Modern-074 Intel Core i7 8th Gen 8550U (1.80 GHz) 16 GB Memory 256 GB NVMe SSD NVIDIA GeForce GTX 1050 Max-Q 14.0"" Windows 10 Home 64-bit",,899.99,0.0,https://www.newegg.com/grey-with-blue-diamond-cut-msi-ps-series-ps42-modern-074/p/N82E16834155344?Item=N82E16834155344,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-155-344-V10.jpg
10,Laptops / Notebooks,Lenovo,"Lenovo ThinkPad V720 14"" IPS FHD Notebook, Intel Dual-Core i5-7200U Upto 3.1GHz, 16GB DDR4, 256GB NVMe SSD, NVIDIA GeForce 940MX 2GB, HDMI, Thunderbolt, Backlit Keyboard, Card Reader, Windows 10 Pro","Due to holiday observance, orders placed between 4/7 – 4/19 will experience shipping delays",899.99,0.0,https://www.newegg.com/black-thinkpad-lenovo-v720-everyday-value/p/1TS-000E-095H4?Item=9SIAA0S7MP4855,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/AA0S_1_201806211185187009.jpg
11,Laptops / Notebooks,DELL,"DELL Laptop Latitude 7490 (R5VYY) Intel Core i7 8th Gen 8650U (1.90 GHz) 16 GB Memory 256 GB SSD Intel HD Graphics 620 14.1"" Windows 10 Pro 64-bit English, French, Spanish",,3564.99,0.0,https://www.newegg.com/dell-latitude-7490-office-products/p/N82E16834849660?Item=9SIA9UWA6X6783,//c1.neweggimages.com/ProductImageCompressAll300/34-849-660-V01.jpg
12,Laptops / Notebooks,Lenovo,"Lenovo Flex 6, 14-Inch IPS Touchscreen, 2-in-1 Laptop (Intel Core i7-8550U 1.8GHz, NVIDIA GeForce MX130 Graphics, 16GB DDR4 RAM, 256GB SSD), 81EM000DUS Tablet Notebook PC Computer",,1057.00,0.0,https://www.newegg.com/black-lenovo-flex-6-everyday-value/p/1TS-000E-09A31?Item=9SIAKVHA2F5522,//c1.neweggimages.com/ProductImageCompressAll300/A8X5_131767765705618230Bc6V0qrWd1.jpg
13,Laptops / Notebooks,Lenovo,"Lenovo ThinkPad T490s 20NX0032US 14"" Touchscreen Notebook - 1920 x 1080 - Core i7 i7-8665U - 16 GB RAM - 256 GB SSD - Black",,2021.90,0.0,https://www.newegg.com/p/1TS-000E-0EDK9?Item=9SIA24GA4G6915,//c1.neweggimages.com/ProductImageCompressAll300/A98Y_1_201907311434810845.jpg
14,Laptops / Notebooks,DELL,"DELL 14"" I7 7600U 16GB 256GB",,1866.00,0.0,https://www.newegg.com/dell-7000-tfj45/p/1TS-000A-01MY2?Item=9SIAKVHB3T2482,//c1.neweggimages.com/ProductImageCompressAll300/AF0Y_1_201804061636132797.jpg
15,Laptops / Notebooks,DELL,"Dell Inspiron 3480 Notebook, 14"" HD Display, Intel Core i3-8145U Upto 3.9GHz, 16GB RAM, 256GB SSD + 1TB HDD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro","Due to holiday observance, orders placed between 4/7 – 4/19 will experience shipping delays",773.49,0.0,https://www.newegg.com/black-textured-dell-inspiron-3480/p/1TS-000A-066C3?Item=9SIAA0SA515542,//c1.neweggimages.com/ProductImageCompressAll300/V2AT_1_20190913237093054.jpg
16,Laptops / Notebooks,HP,"HP ProBook 440 G6 Notebook, 14"" FHD Display, Intel Core i7-8565U Upto 4.6GHz, 16GB RAM, 256GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro","Due to holiday observance, orders placed between 4/7 – 4/19 will experience shipping delays",1399.99,0.0,https://www.newegg.com/silver-hp-probook-440-g6/p/1TS-000D-067A1?Item=9SIAA0SA6V6315,//c1.neweggimages.com/ProductImageCompressAll300/AA0S_1_20190918218173709.jpg
17,Laptops / Notebooks,HP,"HP 240 G6 14"" HD Notebook, Intel Dual-Core i3-6006U 2.0GHz, 16GB RAM, 256GB SSD + 1TB HDD, DVD-RW, VGA, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home","Due to holiday observance, orders placed between 4/7 – 4/19 will experience shipping delays",569.99,0.0,https://www.newegg.com/charcoal-gray-hp-240-g6-mainstream/p/1TS-000D-03NN8?Item=9SIAEYA8WZ6840,//c1.neweggimages.com/ProductImageCompressAll300/AEYA_1_201903151560354862.jpg
18,Laptops / Notebooks,HP,"HP 14 Notebook, 14"" HD Display, AMD A9-9425 Upto 3.7GHz, 16GB RAM, 256GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home S","Due to holiday observance, orders placed between 4/7 – 4/19 will experience shipping delays",699.99,0.0,https://www.newegg.com/silver-hp-14/p/1TS-000D-07XM4?Item=9SIAEYAAT52770,//c1.neweggimages.com/ProductImageCompressAll300/AEYA_1_20191223206438502.jpg
19,Laptops / Notebooks,HP,"HP 240 G6 14"" HD Notebook, Intel Dual-Core i3-6006U 2.0GHz, 16GB RAM, 256GB SSD, DVD-RW, VGA, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home","Due to holiday observance, orders placed between 4/7 – 4/19 will experience shipping delays",569.99,0.0,https://www.newegg.com/charcoal-gray-hp-240-g6-mainstream/p/1TS-000D-03NN9?Item=9SIAEYA8WZ5988,//c1.neweggimages.com/ProductImageCompressAll300/AEYA_1_20190315362351732.jpg
