,brand,model_listing,price,shipping
0,Lenovo,"Refurbished: Lenovo ThinkPad T430 14.0"" Laptop - Intel Core i5 3320M 3rd Gen 2.6 GHz 8GB 128GB SSD DVD-RW Windows 10 Home 64-Bit - Webcam",$298.99,$2.99 Shipping
1,Lenovo,"Refurbished: Lenovo Grade B Laptop X260 Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 480 GB SSD 12.5"" Windows 10 Pro",$379.99,$2.99 Shipping
2,DELL,"Refurbished: DELL Laptop E6410 Intel Core i5 2.40 GHz 4 GB Memory 256 GB SSD 14.1"" Windows 10 Pro 64-Bit",$252.99,$3.99 Shipping
3,Apple,"Refurbished: Apple Laptop MacBook MLHE2LL/A CRB Intel Core M3 1.10 GHz 8 GB Memory 256 GB SSD 12.0""",$839.99,$2.99 Shipping
4,Acer America,"Refurbished: Acer Laptop Swift 1 SF114-32-P7BG Intel Pentium Silver N5000 (1.10 GHz) 4 GB Memory 64 GB Flash Intel UHD Graphics 605 14.0"" Windows 10 S (Grade A - Manufacturer Recertified)",$292.99,$2.99 Shipping
5,DELL,"Refurbished: DELL Grade A Laptop E5570 Intel Core i5 6th Gen 6200U (2.30 GHz) 16 GB Memory 1 TB SSD 15.6"" Windows 10 Pro",$688.99,$2.99 Shipping
6,Lenovo,"Refurbished: Lenovo Laptop T460S Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-Bit",$629.99,Free Shipping
7,Apple,"Refurbished: Apple Laptop MacBook MMGL2LL/A CRB Intel Core M3 1.10 GHz 8 GB Memory 256 GB SSD 12.0""",$829.99,$2.99 Shipping
8,Apple,"Refurbished: Apple C Grade Laptop (2016 Model) MacBook MLH72LL/A-C Intel Core M5 1.20 GHz 8 GB Memory 512 GB SSD 12.0"" Mac OS X v10.11 El Capitan",$799.99,$2.99 Shipping
9,HP,"Refurbished: HP Grade A Laptop 820 G3 Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 1 TB SSD 12.5"" Windows 10 Pro",$438.99,$2.99 Shipping
10,HP,"Refurbished: HP EliteBook 820G3 12.5"" HD(1366X768), Intel Core i5-6300U 2.40GHz up to 3.0GHz, 8GB DDR4, 240GB SSD, Webcam, Windows 10 Professional 64 Bit(English/Spanish), 1 Year Warranty",$443.99,$2.99 Shipping
11,DELL,"Refurbished: DELL A Grade Laptop E7470 Intel Core i7 6th Gen 6600U (2.60 GHz) 8 GB Memory 256 GB SSD 14.0"" Windows 10 Pro",$559.99,$2.99 Shipping
12,Apple,"Refurbished: Apple MacBook MLH82LL/A Intel Core M5-6Y54 X2 1.1GHz 8GB 512GB SSD 12"", Dark Gray (Scratch and Dent)",$699.99,$2.99 Shipping
13,DELL,"Refurbished: Refurbished A GRADE Dell E7470 Core i5-6300U 2.3GHz, 16GB Ram, 512GB M.2-NVMe, 14"", HD, Win 10 PRO 64bit, CAM",$466.99,$2.99 Shipping
14,HP,Refurbished: HP A Grade Laptop 820 G3 Intel 6300U (2.4GHz) 16 GB Memory 512 SSD 12.5 Touchscreen Windows 10,$459.99,$3.99 Shipping
15,DELL,Refurbished: DELL B Grade Laptop E5570 Intel 6100U (2.3GHz) 8 GB Memory 500 HDD 15.6 Touchscreen Windows 10,$333.99,$2.99 Shipping
16,Lenovo,"Refurbished: Refurbished Lenovo Grade A ThinkPad T440P 14"" Laptop, Intel Core i5 4th Gen 4300M (2.6 GHz), 4GB DDR3L, 360GB SSD, DVD, Win 10 Pro 64-bit, 1 Year Warranty",$381.99,$2.99 Shipping
17,DELL,Refurbished: DELL B Grade Laptop Precision 3510 Intel 6700HQ (2.6GHz) 16 GB Memory 480 SSD 15.6 Touchscreen Windows 10,$554.99,$2.99 Shipping
18,DELL,Refurbished: DELL A Grade Laptop 7280 Intel 7600U (2.8GHz) 8 GB Memory 512 SSD 12.5 Touchscreen Windows 10,$529.99,$2.99 Shipping
19,Microsoft,"Refurbished: Microsoft Laptop Surface Laptop 2 LUM-00001 Intel Core i7 8th Gen 8650U (1.90 GHz) 16 GB Memory 1 TB SSD Intel UHD Graphics 620 13.5"" Touchscreen Windows 10 Home 64-bit","$1,669.99",$2.99 Shipping
20,Lenovo,"Refurbished: Refurbished Lenovo Grade A ThinkPad T440P 14"" Laptop, Intel Core i5 4th Gen 4300M (2.6 GHz), 8GB DDR3L, 120GB SSD, DVD, Win 10 Pro 64-bit, 1 Year Warranty",$384.99,$2.99 Shipping
21,HP,Refurbished: HP B Grade Laptop X360 1030 G2 Intel 7600U (2.8GHz) 8 GB Memory 512 SSD 13.3 Touchscreen Windows 10,$569.99,$2.99 Shipping
22,Lenovo,"Refurbished: Refurbished Lenovo Grade A ThinkPad T440P 14"" Laptop, Intel Core i5 4th Gen 4300M (2.6 GHz), 4GB DDR3L, 512GB SSD, DVD, Win 10 Pro 64-bit, 1 Year Warranty",$398.99,$2.99 Shipping
23,DELL,Refurbished: DELL A Grade Laptop E7470 Intel 6600U (2.6GHz) 16 GB Memory 512 SSD 14 Touchscreen Windows 10,$620.99,$2.99 Shipping
24,DELL,"Refurbished: DELL Grade A Laptop E5250 Intel Core i5 5th Gen 5200U (2.20 GHz) 8 GB Memory 480 GB SSD 12.5"" Windows 10 Pro 64-Bit",$328.99,$2.99 Shipping
25,DELL,"Refurbished: Refurbished A GRADE Dell 7280 Core i7-7600U 2.8GHz, 8GB, 1TB M.2-NVMe, 12.5"", FHD, Win 10 PRO 64bit, CAM, TOUCH",$579.99,$2.99 Shipping
