,brand,model_listing,price,shipping
0,GIGABYTE,"GIGABYTE AERO 15 Classic-SA-U74ADP Gaming Laptop - 15.6"" 4K/UHD IPS - Intel Core i7-9750H 2.60 GHz - NVIDIA GeForce GTX 1660 Ti - 16 GB Memory 512 GB SSD - Windows 10 Pro 64-bit","$1,449.00",Free Shipping
1,Acer America,"Acer Laptop Aspire 5 A515-54G-54QQ Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 512 GB SSD NVIDIA GeForce MX250 15.6"" Windows 10 Home 64-bit (Only @ Newegg)",$599.99,Free Shipping
2,Acer America,"Acer Laptop Aspire 5 A515-54-55AA Intel Core i5 10th Gen 10210U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 15.6"" Windows 10 Home 64-bit",$559.99,Free Shipping
3,ASUS,"ASUS VivoBook S15 S532 Thin & Light 15.6” FHD, Intel Core i7-8565U CPU, 8GB DDR4 RAM, PCIe NVMe 512GB SSD, Windows 10 Home, S532FA-SB77, Transparent Silver",$749.99,Free Shipping
4,ASUS,"ASUS ZenBook 15 Ultra-Slim Laptop 15.6"" 4K UHD NanoEdge Bezel, Intel Core i7-10510U, 16 GB RAM, 1 TB PCIe SSD, GeForce GTX 1650, Innovative ScreenPad 2.0, Windows 10 Pro, UX534FTC-NH76, Royal Blue","$1,349.99",Free Shipping
5,ASUS,"Asus TUF Gaming Laptop, 15.6"" Full HD IPS-Type, Intel Core i7-9750H, GeForce GTX 1650, 8 GB DDR4, 512 GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, TUF505GT-AH73 Notebook PC Computer",$849.99,Free Shipping
6,ASUS,"ASUS VivoBook S15 S532 Thin & Light 15.6"" FHD, Intel Core i7-8565U CPU, GeForce MX250, 8 GB DDR4 RAM, 256 GB PCIe NVMe SSD, IR Camera, Windows 10 Home, S532FL-EB71, Transparent Silver",$799.99,Free Shipping
7,ASUS,"ASUS ZenBook S13 Ultra Thin & Light Laptop 13.9"" FHD, Intel Core i7-8565U CPU, GeForce MX150, 8 GB RAM, 512 GB PCIe SSD, Windows 10 Pro, Silver Blue, UX392FN-XS71",$999.99,Free Shipping
8,MSI,"MSI Laptop PS Series PS42 Modern-074 Intel Core i7 8th Gen 8550U (1.80 GHz) 16 GB Memory 256 GB NVMe SSD NVIDIA GeForce GTX 1050 Max-Q 14.0"" Windows 10 Home 64-bit",$899.99,Free Shipping
9,ASUS,"ASUS VivoBook S14 S432 Thin and Light 14"" FHD, Intel Core i7-8565U CPU, 8 GB RAM, 512 GB PCIe NVMe SSD, IR Camera, Windows 10 Home, S432FA-AB74, Transparent Silver",$749.99,Free Shipping
10,DELL,"DELL Laptop XPS XPS9370-7002SLV Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB Memory 256 GB PCIe SSD Intel UHD Graphics 620 13.3"" Windows 10 Home 64-bit","$1,060.99",Free Shipping
11,Acer America,"Acer Aspire 3 15.6"" - AMD Ryzen 7 2700U Quad-core (4 Core) 2.20 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Home 64-bit - 1920 x 1080 - A315-41-R14K - NX.GY9AA.014 - Obsidian Black",$529.99,Free Shipping
12,ASUS,"ASUS ZenBook Pro Duo UX581 15.6"" 4K UHD NanoEdge Bezel Touch, Intel Core i7-9750H, 16 GB RAM, 1 TB PCIe SSD, GeForce RTX 2060, Innovative ScreenPad Plus, Windows 10 Pro - UX581GV-XB74T, Celestial Blue","$2,450.99",Free Shipping
13,ASUS,"ASUS ZenBook 14 Ultra Thin and Light Laptop, 4-Way NanoEdge 14"" FHD, Intel Core i7-10510U, 8 GB RAM, 512 GB PCIe SSD, NVIDIA GeForce MX250, Windows 10 Home, Utopia Blue, UX431FL-EH74",$882.99,Free Shipping
14,Lenovo,"Lenovo Laptop 100e 81CYX503US Intel Celeron N3450 (1.10 GHz) 4 GB LPDDR4 Memory 128 GB eMMC Intel HD Graphics 500 11.6"" Windows 10 Pro 64-bit",$249.99,Free Shipping
15,ASUS,"ASUS ZenBook S, 13.3” UHD 4K Touch, 8th Gen Whiskey Lake Intel Core i7-8565U Processor, 16GB RAM, 512GB PCIe SSD, FP Sensor, Thunderbolt, Windows 10 Professional - UX391FA-XH74T Deep Dive Blue laptop","$1,149.99",Free Shipping
16,ASUS,"ASUS ZenBook 14 Ultra-Slim Laptop 14"" Full HD 4-Way NanoEdge Bezel, AMD R7 3700U CPU, 8 GB RAM, 512 GB PCIe SSD, NumberPad, Windows 10 - UM433DA-DH75, Icicle Silver",$799.99,$2.99 Shipping
17,ASUS,"ASUS Laptop ZenBook UX434FLC-XH77 Intel Core i7 10th Gen 10510U (1.80 GHz) 16 GB LPDDR3 Memory 512 GB SSD NVIDIA GeForce MX250 14.0"" Windows 10 Pro 64-bit","$1,187.99",Free Shipping
18,GIGABYTE,"GIGABYTE AERO 17 WA-7US1130SO - 17.3"" 144 Hz IPS - Intel Core i7 9th Gen 9750H (2.60 GHz) - NVIDIA GeForce RTX 2060 - 16 GB Memory 512 GB SSD - Windows 10 Home 64-bit - Gaming Laptop","$1,899.00",Free Shipping
19,ASUS,"ASUS ZenBook Pro Duo UX581 15.6"" 4K UHD NanoEdge Bezel Touch, Intel Core i9-9980HK, 32 GB RAM, 1 TB PCIe SSD, GeForce RTX 2060, Innovative ScreenPad Plus, Windows 10 Pro - UX581GV-XB94T, Celestial Blu","$2,999.99",Free Shipping
20,ASUS,"ASUS ZenBook 14, Intel Core Whiskey Lake i5-8265U, 8 GB RAM, 256 GB NVMe PCIe SSD, NumberPad, Wi-Fi 5, Windows 10, Ultra Thin and Light Laptop, 4-Way NanoEdge 14"" FHD, Silver Blue, UX431FA-ES51",$796.99,$2.99 Shipping
21,ASUS,"ASUS VivoBook S15 S532 Thin & Light Laptop, 15.6"" FHD, Intel Core i5-10210U CPU, 8 GB DDR4 RAM, 512 GB PCIe SSD, Windows 10 Home, IR camera, S532FA-DH55-PK, Punk Pink - Metal",$799.99,Free Shipping
22,ASUS,"ASUS VivoBook S15 S532 Thin & Light Laptop, 15.6"" FHD, Intel Core i5-10210U CPU, 8 GB DDR4 RAM, 512 GB PCIe SSD, Windows 10 Home, IR camera, S532FA-DH55, Transparent Silver - Metal",$799.99,Free Shipping
23,ASUS,"ASUS ZenBook 14, Intel Core Whiskey Lake i7-8565U, 8 GB RAM, 512 GB NVMe PCIe SSD, Wi-Fi 5, Windows 10, Silver Blue, Ultra Thin and Light Laptop, 4-Way NanoEdge 14"" FHD UX431FA-ES74",$872.99,Free Shipping
24,ASUS,"ASUS ZenBook 13 8th-Gen Intel Whiskey Lake Core i5-8265U Processor, 8 GB LPDDR3, 256 GB PCIe SSD, Backlit KB, NumberPad, Military-Grade, Windows 10 - UX333FA-DH51, Ultra-Slim Laptop FHD WideView",$849.99,Free Shipping
25,MSI,"MSI Laptop Prestige 14 A10SC-051 Intel Core i7 10th Gen 10710U (1.10 GHz) 16 GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q 14.0"" Windows 10 Pro 64-bit","$1,399.99",$2.99 Shipping
26,Microsoft,"Microsoft Surface Laptop 3 - 13.5"" Touch-Screen - Intel Core i7 - 16 GB Memory - 1 TB Solid State Drive (Latest Model) - Matte Black","$2,399.00",$2.99 Shipping
