,brand,model_listing,price,shipping
0,HP,"Refurbished: HP Grade A Elitebook 840G2 14.0"" Laptop Intel Core i5 5th Gen 5300U (2.30 GHz) 16 GB DDR3L 480 GB SSD WIFI Windows 10 Home 64 bits (Multi-language) 1 Year Warranty",$479.99,$2.99 Shipping
1,DELL,"Refurbished: DELL Laptop E6420 Intel Core i5 2nd Gen 2520M (2.50 GHz) 16 GB Memory 500 GB HDD 14.0"" Windows 7 Professional 64-Bit",$366.99,$2.99 Shipping
2,DELL,"Refurbished: DELL B Grade Laptop E7250 Intel Core i5 5th Gen 5300U (2.30 GHz) 8 GB Memory 256 GB SSD 12.5"" Windows 10 Pro 64-Bit",$269.99,$2.99 Shipping
3,DELL,"Refurbished: DELL Laptop Latitude E6530 Intel Core i7 3rd Gen 3720QM (2.60 GHz) 16 GB Memory 256 GB SSD 15.6"" Windows 10 Pro 64-Bit",$502.99,$2.99 Shipping
4,DELL,"Refurbished: DELL Laptop M4800 Intel Core i7 4th Gen 4800MQ (2.70 GHz) 16 GB Memory 500 GB SSD 15.6"" Windows 10 Pro 64-Bit",$510.99,$2.99 Shipping
5,DELL,"Refurbished: DELL Laptop Latitude E7240 Intel Core i5 4th Gen 4300U (1.90 GHz) 8 GB Memory 256 GB SSD 12.5"" Windows 10 Pro 64-Bit",$293.99,$2.99 Shipping
6,DELL,"Refurbished: DELL Laptop E6530 Intel Core i5 3rd Gen 3210M (2.50 GHz) 16 GB Memory 256 GB SSD 15.6"" Windows 10 Pro 64-Bit",$396.99,$2.99 Shipping
7,HP,"Refurbished: HP Laptop EliteBook 2560P Intel Core i5 2nd Gen 2520M (2.50 GHz) 4 GB Memory 250 GB HDD Intel HD Graphics 3000 12.5"" Windows 10 Home 64-Bit (Multi-Language Support English / Spanish)",$250.99,$2.99 Shipping
8,Lenovo,"Refurbished: Lenovo Grade B Laptop X260 Intel Core i5 6300U (2.40 GHz) 8 GB Memory 256 GB SSD 12.5"" Windows 10",$361.99,$2.99 Shipping
9,Lenovo,"Refurbished: Refurbished Lenovo ThinkPad X230 12.5"" Intel Core i5-3320M 2.6GHz 4GB DDR3 120GB SSD Windows 10 Professional 64 Bits 1 Year Warranty",$324.99,$2.99 Shipping
10,DELL,"Refurbished: DELL Laptop E6540 Intel Core i7 4th Gen 4800MQ (2.70 GHz) 8 GB Memory 500 GB SSD 15.6"" Windows 10 Pro 64-Bit",$454.99,$2.99 Shipping
11,HP,"Refurbished: HP Laptop EliteBook 8460P Intel Core i5 2nd Gen 2520M (2.50 GHz) 12 GB Memory 1 TB HDD Intel HD Graphics 3000 14.0"" Windows 10 Pro",$373.99,$2.99 Shipping
12,HP,"Refurbished: HP Grade A Laptop ProBook 640 G2 Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 128 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Home 64-bit",$405.99,$2.99 Shipping
13,DELL,"Refurbished: DELL Laptop Latitude E5430 Intel Core i5 3210M (2.50 GHz) 12 GB Memory 500 GB HDD 14.0"" Windows 10 Pro 64-Bit",$308.99,$3.99 Shipping
14,HP,"Refurbished: HP Grade A Probook 640G2 14.0"" Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB DDR4 360 GB SSD DVD WIFI Windows 10 Home 64 bits (Multi-language) 1 Year Warranty",$440.99,$2.99 Shipping
15,HP,"Refurbished: HP Grade A Laptop EliteBook 8440P Intel Core i5 1st Gen 520M (2.40 GHz) 4 GB Memory 128 GB SSD Intel HD Graphics 14.0"" Windows 10 Home 64-bit Multi-language",$279.99,$2.99 Shipping
16,HP,"Refurbished: Refurbished HP Grade A Probook 6570B 14"" Laptop, Intel Core I7-3520M 2.9 GHz, 8GB Memory, 1T, DVD, WIFI, Windows 10 Home 64-bit (Multi-language), 1 Year Warranty",$418.99,$2.99 Shipping
17,DELL,"Refurbished: DELL Laptop E7250 Intel Core i5 5th Gen 5300U (2.30 GHz) 8 GB Memory 256 GB SSD 12.5"" Windows 10 Pro 64-Bit",$323.99,$3.99 Shipping
18,DELL,"Refurbished: Refurbished Dell Grade A Latitude E6230 Laptop, Intel Core I5 3320M 2.6GHz, 4G DDR3, 120G SSD, WIFI, 12INCH, Win 10 Home 64-bit Multi-Language, 1 Year Warranty",$287.99,$2.99 Shipping
19,DELL,"Refurbished: DELL Laptop E7440 Intel Core i5 4300U (1.90 GHz) 8 GB Memory 1000 SSD 14.0"" Windows 10",$461.99,Free Shipping
20,DELL,"Refurbished: Dell/Precision 5510/Core i7-6820HQ 2.7GHz/8GB Ram/256GB SSD/15.6""/Win10P64/Webcam/B GRADE",$721.99,$2.99 Shipping
21,DELL,"Refurbished: Refurbished Dell Latitude E6520 15.6"" Intel Core i5-2520M 2.5GHz 8GB DDR3 120GB SSD DVD Windows 10 Professional 64 Bits 1 Year Warranty",$324.99,$2.99 Shipping
22,HP,"Refurbished: Refurbished HP EliteBook 8570P 15.6"" Intel Core i7-3520M 2.90GHz 8GB DDR3 1 TB DVD Windows 10 Professional 64 Bits 1 Year Warranty",$429.99,$2.99 Shipping
23,DELL,"Refurbished: DELL Grade B Laptop E7450 Intel Core i7 5th Gen 5600U (2.60 GHz) 8 GB Memory 500 GB HDD 14.0"" Windows 10 Pro 64-Bit",$466.99,Free Shipping
24,Lenovo,"Refurbished: Lenovo Grade A Laptop T460S Intel Core i7 6th Gen 6600U (2.60 GHz) 16 GB Memory 512 GB SSD 14.0"" Touchscreen Windows 10 Pro 64-bit",$558.99,$2.99 Shipping
25,Apple,"Refurbished: Apple MacBook Pro MD103LL/A Intel Core i7-3615QM X4 2.1GHz 4GB 500GB, Silver (Certified Refurbished)",$474.99,$2.99 Shipping
26,HP,"Refurbished: Refurbished HP EliteBook 8470P 14.0"" Intel Core i5-3320M 2.60 GHz 4 GB DDR3 320 GB DVD Windows 10 Pro 64-bit",$294.99,$2.99 Shipping
27,Lenovo,"Refurbished: Lenovo ThinkPad X240 12.5"" HD(1366x768), Intel Core i5-4300U 1.90GHz up to 2.90GHz, 8GB DDR3L, 500GB HDD, Webcam, Windows 10 Professional 64 Bit(English/Spanish), 1 Year Warranty",$364.99,$2.99 Shipping
28,DELL,"Refurbished: DELL Laptop E4310 Intel Core i5 520M (2.40 GHz) 4 GB Memory 160 GB HDD 13.3"" Windows 7 Professional 64-Bit",$226.99,$2.99 Shipping
29,DELL,"Refurbished: DELL Grade A Laptop Latitude E5450 Intel Core i5 5th Gen 5200U (2.20 GHz) 8 GB Memory 240 GB SSD 14.0"" Windows 10 Pro 64-Bit",$384.99,$2.99 Shipping
30,DELL,"Refurbished: DELL Laptop Latitude E6420 Intel Core i5 2nd Gen 2410M (2.30 GHz) 12 GB Memory 128 GB SSD 14.0"" Windows 10 Pro 64-Bit",$303.99,Free Shipping
31,DELL,"Refurbished: DELL Laptop Latitude E6530 Intel Core i7 3rd Gen 3520M (2.90 GHz) 8 GB Memory 128 GB SSD 15.6"" Windows 10 Pro 64-Bit",$402.99,$2.99 Shipping
32,HP,"Refurbished: HP Laptop EliteBook 8460P Intel Core i5 2nd Gen 2520M (2.50 GHz) 8 GB Memory 500 GB HDD Intel HD Graphics 3000 14.0"" Windows 10 Pro",$325.99,$2.99 Shipping
33,DELL,"Refurbished: DELL B Grade Laptop Precision M4700 Intel Core i7 3rd Gen 3720QM (2.60 GHz) 8 GB Memory 500 GB HDD NVIDIA Quadro K1000M 15.6"" Windows 10 Pro 64-Bit",$328.99,$2.99 Shipping
34,Lenovo,"Refurbished: Lenovo Grade A Laptop ThinkPad T460 Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 520 14.0"" Windows 10 Home 64-bit",$451.99,$2.99 Shipping
35,DELL,"Refurbished: Refurbished Dell Latitude E6420 14.0"" Intel Core i7-2620M 2.7GHz 8GB DDR3 240GB SSD DVD Windows 10 Professional 64 Bits 1 Year Warranty",$388.99,$2.99 Shipping
