,item_number,general_category,product_category,page_number,brand,model_specifications,current_promotions,price,shipping,product_links,image_link
0,1TS-0016-00NW1,Computer Systems,Laptops / Notebooks,9,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 1TB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Home)",Free Expedited Shipping,2230.80,0.0,https://www.newegg.com/p/1TS-0016-00NW1,//c1.neweggimages.com/ProductImageCompressAll300/A7AB_1_20191104190185842.jpg
1,1TS-0016-00NX1,Computer Systems,Laptops / Notebooks,9,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 2TB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Pro)",Free Expedited Shipping,2518.80,0.0,https://www.newegg.com/p/1TS-0016-00NX1,//c1.neweggimages.com/ProductImageCompressAll300/A7AB_1_20191104190185842.jpg
2,1TS-0016-00NV7,Computer Systems,Laptops / Notebooks,9,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 2TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, 3xUSB 3.2, Win 10 Home)",Free Expedited Shipping,2338.80,0.0,https://www.newegg.com/p/1TS-0016-00NV7,//c1.neweggimages.com/ProductImageCompressAll300/A7AB_1_20191104190185842.jpg
3,1TS-0016-00NU3,Computer Systems,Laptops / Notebooks,9,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 2TB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Pro)",Free Expedited Shipping,2230.80,0.0,https://www.newegg.com/p/1TS-0016-00NU3,//c1.neweggimages.com/ProductImageCompressAll300/A7AB_1_20191104190185842.jpg
4,1TS-0016-00NX3,Computer Systems,Laptops / Notebooks,9,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 2TB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Home)",Free Expedited Shipping,2578.80,0.0,https://www.newegg.com/p/1TS-0016-00NX3,//c1.neweggimages.com/ProductImageCompressAll300/A7AB_1_20191104190185842.jpg
5,1TS-0016-00NT3,Computer Systems,Laptops / Notebooks,9,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 2TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, 3xUSB 3.2, Win 10 Pro)",Free Expedited Shipping,2278.80,0.0,https://www.newegg.com/p/1TS-0016-00NT3,//c1.neweggimages.com/ProductImageCompressAll300/A7AB_1_20191104190185842.jpg
6,1TS-0016-00NT9,Computer Systems,Laptops / Notebooks,9,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 1TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, 3xUSB 3.2, Win 10 Pro)",Free Expedited Shipping,2338.80,0.0,https://www.newegg.com/p/1TS-0016-00NT9,//c1.neweggimages.com/ProductImageCompressAll300/A7AB_1_20191104190185842.jpg
7,1TS-0016-00NW7,Computer Systems,Laptops / Notebooks,9,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 2TB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Pro)",Free Expedited Shipping,2470.80,0.0,https://www.newegg.com/p/1TS-0016-00NW7,//c1.neweggimages.com/ProductImageCompressAll300/A7AB_1_20191104190185842.jpg
8,1TS-0016-00NV8,Computer Systems,Laptops / Notebooks,9,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 1TB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Pro)",Free Expedited Shipping,2170.80,0.0,https://www.newegg.com/p/1TS-0016-00NV8,//c1.neweggimages.com/ProductImageCompressAll300/A7AB_1_20191104190185842.jpg
9,1TS-0016-00NT0,Computer Systems,Laptops / Notebooks,9,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 2TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, 3xUSB 3.2, Win 10 Home)",Free Expedited Shipping,1858.80,0.0,https://www.newegg.com/p/1TS-0016-00NT0,//c1.neweggimages.com/ProductImageCompressAll300/A7AB_1_20191104190185842.jpg
