,brand,model_listing,price,shipping
20,AOpen,"AOPEN Chromebook Commercial Tab, a Commercial Grade Chrome Tablet",$456.99,$8.18 Shipping
21,Acer America,"Acer TravelMate B1 B118-M TMB118-M-C8J5 11.6"" LCD Notebook - Intel Celeron N4100 Quad-core (4 Core) 1.10 GHz - 4 GB DDR4 SDRAM - 128 GB SSD - Windows 10 Pro Education 64-bit - 1366 x 768 - ComfyView",$384.99,$2.99 Shipping
22,Lenovo,"Lenovo 14"" Laptop i7-8565U 8GB 256GB SSD Windows 10 Pro","$1,765.99",Free Shipping
23,HP,"HP 7KJ86UT EliteBook 830 G6 13.3"" FHD Laptop i5-8365U 8GB 256GB SSD W10P","$1,599.99",$2.99 Shipping
24,Acer America,"Acer R752TN-C2J5 11.6"" Touchscreen LCD 2 in 1 Chromebook - Intel Celeron N4000 Dual-core (2 Core) 1.10 GHz - 4 GB LPDDR4 - 32 GB Flash Memory - Chrome OS - 1366 x 768 - In-plane Switching (IPS) Tec...",$362.99,$3.99 Shipping
25,Lenovo,"Lenovo ThinkPad T490 20N20025US 14"" Notebook - 2560 x 1440 - Core i7 i7-8565U - 16 GB RAM - 1 TB SSD - Glossy Black","$2,241.99",$2.99 Shipping
26,Acer America,"Acer TravelMate Spin B1 B118-G2-R TMB118-G2-R-C9RJ 11.6"" Touchscreen LCD 2 in 1 Notebook - Intel Celeron N4100 Quad-core (4 Core) 1.10 GHz - 4 GB DDR4 SDRAM - 128 GB SSD - Windows 10 Pro Education ...",$511.99,$2.99 Shipping
27,Acer America,"Acer Spin 5 SP513-53N-57RE 13.3"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i5 i5-8265U - 8 GB RAM - 256 GB SSD - Steel Gray",$853.99,$2.99 Shipping
28,Lenovo,"Lenovo ThinkPad X1 Carbon 7th Gen 20QD0004US 14"" Ultrabook - 2560 x 1440 - Core i7 i7-8665U - 16 GB RAM - 256 GB SSD","$2,118.99",$2.99 Shipping
29,HP,"HP ZBook 14u G6 14"" Touchscreen Mobile Workstation - 1920 x 1080 - Core i5 i5-8365U - 16 GB RAM - 512 GB SSD - Windows 10 Pro 64-bit - AMD Radeon Pro WX 3200 with 4 GB - In-plane Switching (IPS)","$1,699.99",$2.99 Shipping
30,HP,"HP Mobile Thin Client Notebook Mt44 4JA74UA#ABA AMD Ryzen 3 1st Gen 2300U (2.00 GHz) 8 GB Memory 128 GB SSD AMD Radeon Vega 6 14.0"" Windows 10 IoT Enterprise",$349.99,Free Shipping
31,MSI,"MSI Laptop Creator 15M A10SE-421 Intel Core i7 10th Gen 10750H (2.60 GHz) 16 GB Memory 1 TB SSD NVIDIA GeForce RTX 2060 15.6"" Windows 10 Pro 64-bit","$1,499.00",$2.99 Shipping
32,Lenovo,"Lenovo ThinkPad P1 Gen 2 20QT0010US 15.6"" Mobile Workstation - 3840 x 2160 - Core i7 i7-9750H - 16 GB RAM - 256 GB SSD - Midnight Black","$2,287.99",$8.69 Shipping
33,Lenovo,"Lenovo ThinkPad P53 20QN001CUS 15.6"" Touchscreen Mobile Workstation - 1920 x 1080 - Xeon E-2276M - 32 GB RAM - 1 TB SSD - Midnight Black","$4,999.00",$2.99 Shipping
34,GIGABYTE,"GIGABYTE AERO 17 HDR YB-8US4450SP, 17.3"" 4K/UHD Gaming Laptop, Intel Core i7-10875H, RTX 2080 Super Max-Q, 32 GB Memory, 1 TB SSD","$3,699.00",Free Shipping
35,GIGABYTE,"GIGABYTE AERO 17 XB-7US1130SH, 17.3"" Gaming Laptop, Intel Core i7-10750H, RTX 2070 Super Max-Q, 16 GB Memory, 512 GB SSD","$2,199.00",Free Shipping
