,brand,model_listing,price,shipping
0,Lenovo,Refurbished: Lenovo Grade A Laptop T460S Intel i5-6200U (2.3GHz) 12 GB Memory 1000 SSD 14 Windows 10 Pro,$638.99,$2.99 Shipping
1,HP,"Refurbished: HP Grade A Laptop EliteBook 745 G2 AMD A10-Series A10-7350B (2.10 GHz) 12 GB Memory 256 GB SSD AMD Radeon R6 Series 14.0"" Windows 10 Home 64-bit Multi-language",$434.99,$2.99 Shipping
2,HP,Refurbished: HP B Grade Laptop Folio 1040 G3 Intel 6600U (2.6GHz) 8 GB Memory 480 SSD 14 Touchscreen Windows 10,$450.99,$2.99 Shipping
3,HP,"Refurbished: Refurbished HP Grade A Elitebook 725G2 12.5"" Laptop, AMD A10-7350B 2.1 GHz, 8GB Memory, 480G SSD, WIFI, Windows 10 Home 64-bit (Multi-language), 1 Year Warranty",$357.99,$3.99 Shipping
4,HP,"Refurbished: HP Grade A Laptop EliteBook 745 G2 AMD A10-Series A10-7350B (2.10 GHz) 12 GB Memory 128 GB SSD AMD Radeon R6 Series 14.0"" Windows 10 Home 64-bit Multi-language",$419.99,$2.99 Shipping
5,HP,"Refurbished: HP Grade A Laptop EliteBook 840 G3 Intel Core i7 6th Gen 6600U (2.60 GHz) 12 GB Memory 1 TB HDD Intel HD Graphics 520 14.0"" Windows 10 Home 64-bit Multi-language",$645.99,$2.99 Shipping
6,DELL,"Refurbished: DELL Laptop E7250 Intel Core i5 5300U (2.30 GHz) 8 GB Memory 128 SSD 12.5"" Windows 10",$253.99,$3.99 Shipping
7,DELL,"Refurbished: DELL Laptop E5570 Intel Core i7 6th Gen 6820HQ (2.70 GHz) 16 GB Memory 512 SSD 15.6"" Windows 10",$664.99,$2.99 Shipping
8,DELL,Refurbished: DELL B Grade Laptop Inspiron 7368 Intel 6200U (2.30 GHz) 8 GB Memory 256 SSD 13.3 Touchscreen Windows 10,$388.99,$2.99 Shipping
9,HP,"Refurbished: HP Grade A Laptop EliteBook 840 G3 Intel Core i7 6th Gen 6600U (2.60 GHz) 12 GB Memory 512 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Home 64-bit Multi-language",$673.99,$2.99 Shipping
10,HP,"Refurbished: HP Laptop ZBook Studio G3 Core i7 6820HQ (2.70 GHz) 16 GB Memory 480 SSD 15.6"" Windows 10",$711.99,$2.99 Shipping
11,HP,"Refurbished: HP Grade A Laptop EliteBook 840 G3 Intel Core i7 6th Gen 6600U (2.60 GHz) 16 GB Memory 256 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Home 64-bit Multi-language",$638.99,$2.99 Shipping
12,DELL,Refurbished: DELL Grade B Laptop Precision 3510 Intel Core i5 6300HQ (2.30 GHz) 16 GB Memory 512 GB SSD 15.6 Windows 10,$552.99,$2.99 Shipping
13,HP,"Refurbished: HP Grade A Laptop EliteBook 840 G3 Intel Core i7 6th Gen 6600U (2.60 GHz) 12 GB Memory 256 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Home 64-bit Multi-language",$602.99,$2.99 Shipping
14,DELL,"Refurbished: DELL Laptop E5570 Intel Core i7 6820HQ (2.70 GHz) 16 GB Memory 512 SSD 15.6"" Windows 10",$718.99,$2.99 Shipping
15,HP,"Refurbished: HP Grade A Laptop EliteBook 840 G3 Intel Core i7 6th Gen 6600U (2.60 GHz) 16 GB Memory 1 TB HDD Intel HD Graphics 520 14.0"" Windows 10 Home 64-bit Multi-language",$664.99,$2.99 Shipping
16,DELL,"Refurbished: DELL Laptop 7280 Intel Core i5 7300U (2.60 GHz) 8 GB Memory 1000 SSD 12.5"" Windows 10",$559.99,$2.99 Shipping
17,HP,"Refurbished: HP Grade A Laptop EliteBook 840 G3 Intel Core i7 6th Gen 6600U (2.60 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 520 14.0"" Windows 10 Home 64-bit Multi-language",$609.99,$2.99 Shipping
18,HP,"Refurbished: HP Grade A Laptop EliteBook 840 G3 Intel Core i7 6th Gen 6600U (2.60 GHz) 8 GB Memory 512 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Home 64-bit Multi-language",$619.99,$2.99 Shipping
19,DELL,Refurbished: DELL Laptop Precision 3510 Intel Core i5 6300HQ (2.30 GHz) 16 GB Memory 512 GB SSD 15.6 Windows 10,$643.99,$2.99 Shipping
20,DELL,"Refurbished: DELL Laptop 5480 Intel Core i5 7300U (2.60 GHz) 16 GB Memory 1000 SSD 14.0"" Windows 10",$509.99,$2.99 Shipping
21,DELL,Refurbished: DELL Laptop E5570 Intel Core i5 6440HQ (2.6 GHz) 16 GB Memory 512 GB SSD 15.6 Windows 10,$665.99,$2.99 Shipping
22,DELL,"Refurbished: Refurbished Dell Grade A Latitude E5420 14"" Laptop, Intel Core I5-2520M 2.5 GHz, 8GB Memory, 512G SSD, DVD, WIFI, Windows 10 Home 64-bit (Multi-language), 1 Year Warranty",$340.99,$2.99 Shipping
23,HP,"Refurbished: HP Laptop X360 1030 G2 Core i7 7600U (2.80 GHz) 8 GB Memory 1000 SSD 14.0"" Touchscreen Windows 10",$822.99,$2.99 Shipping
24,DELL,"Refurbished: Refurbished Dell Grade A Latitude E6420 14"" Laptop, Intel Core I7-2720QM 2.2 GHz, 8GB Memory, 1T, DVD, WIFI, Windows 10 Home 64-bit (Multi-language), 1 Year Warranty",$374.99,$2.99 Shipping
25,DELL,"Refurbished: Refurbished Dell Grade A Latitude E5420 14"" Laptop, Intel Core I5-2520M 2.5 GHz, 8GB Memory, 480G SSD, DVD, WIFI, Windows 10 Home 64-bit (Multi-language), 1 Year Warranty",$338.99,$2.99 Shipping
26,DELL,"Refurbished: Refurbished Dell Grade A Latitude E5420 14"" Laptop, Intel Core I5-2520M 2.5 GHz, 8GB Memory, 1T SSD, DVD, WIFI, Windows 10 Home 64-bit (Multi-language), 1 Year Warranty",$414.99,$2.99 Shipping
27,HP,"Refurbished: HP EliteBook 840G1 14.0"", Intel Core i5-4200U 1.60GHz up to 2.60GHz, 8GB DDR3L, 500GB HDD, Windows 10 Professional 64 Bits(Multi-Language Support English/Spanish), 1 Year Warranty",$353.99,$2.99 Shipping
28,Lenovo,"Refurbished: Lenovo Laptop ThinkPad X240 Intel Core i5 4th Gen 4200U (1.60 GHz) 8 GB Memory 120 GB SSD 12.5"" Windows 10 Pro 64-Bit",$380.99,$2.99 Shipping
29,HP,"Refurbished: HP Laptop EliteBook Folio 9480M Intel Core i7 4th Gen 4600U (2.10 GHz) 8 GB Memory 180 GB SSD Intel HD Graphics 4400 14.0"" Windows 10 Home 64-Bit (Multi-Language Support English / Spanish)",$449.99,$2.99 Shipping
30,Lenovo,"Refurbished: Refurbished Lenovo Grade A ThinkPad T440P 14"" Laptop, Intel Core i5 4th Gen 4300M (2.6 GHz), 8GB DDR3L, 240GB SSD, DVD, Win 10 Pro 64-bit, 1 Year Warranty",$396.99,$2.99 Shipping
31,HP,"Refurbished: HP EliteBook 745G2 14.0"" HD(1366X768), AMD Quad Core A8-7150B 1.90GHz up to 3.20GHz, 8GB DDR3L, 500GB HDD, Webcam, Windows 10 Professional 64 Bit(English/Spanish), 1 Year Warranty",$359.99,$2.99 Shipping
32,HP,"Refurbished: Refurbished HP EliteBook 840G1 14"" Intel Core i5-4200U 1.60GHz 8GB DDR3 360GB SSD Windows 10 Professional 64 Bits 1 Year Warranty",$392.99,$2.99 Shipping
33,HP,"Refurbished: Refurbished HP Grade A Elitebook 745G2 14"" Laptop, AMD A10-7350B 2.1 GHz, 8GB Memory, 1T, WIFI, Windows 10 Home 64-bit (Multi-language), 1 Year Warranty",$399.99,$2.99 Shipping
34,DELL,"Refurbished: Refurbished Dell Grade A Latitude E6420 14"" Laptop, Intel Core I7-2620M 2.7 GHz, 8GB Memory, 1T SSD, DVD, WIFI, Windows 10 Home 64-bit (Multi-language), 1 Year Warranty",$479.99,$2.99 Shipping
35,HP,"Refurbished: HP Laptop ProBook 6570B Intel Core i5 3rd Gen 3320M (2.60 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 4000 15.6"" Windows 10 Pro",$318.99,$2.99 Shipping
