,brand,model_listing,price,shipping
0,HP,"Refurbished: HP Laptop ProBook 8460P Intel Core i5 2nd Gen 2520M (2.50 GHz) 16 GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-Bit",$352.99,Free Shipping
1,HP,"Refurbished: HP Notebook EliteBook Folio 9470M Intel Core i5 3rd Gen 3427U (1.80 GHz) 8 GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-Bit",$346.99,$2.99 Shipping
2,DELL,"Refurbished: DELL Laptop Latitude E6230 Intel Core i5 3rd Gen 3320M (2.60 GHz) 8 GB Memory 750 GB HDD 12.5"" Windows 10 Home 64-Bit",$292.99,$3.99 Shipping
3,DELL,"Refurbished: DELL Laptop M4800 Intel Core i7 4th Gen 4800MQ (2.70 GHz) 8 GB Memory 256 SSD 15.6"" Windows 10",$383.99,$2.99 Shipping
4,DELL,"Refurbished: DELL Laptop Latitude E5430 Intel Core i5 3320M (2.60 GHz) 8 GB Memory 750 GB HDD 14.0"" Windows 10 Home 64-Bit",$297.99,$3.99 Shipping
5,DELL,"Refurbished: DELL Laptop Latitude E5430 Intel Core i5 3320M (2.60 GHz) 8 GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-Bit",$290.99,$3.99 Shipping
6,DELL,"Refurbished: DELL Laptop Latitude E5430 Intel Core i5 3rd Gen 3320M (2.60 GHz) 16 GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-Bit",$346.99,$3.99 Shipping
7,DELL,"Refurbished: DELL Laptop Latitude E5420 Intel Core i5 2520M (2.50 GHz) 6 GB Memory 240 GB SSD Intel HD Graphics 3000 14.0"" Windows 10 Home 64-Bit",$301.99,$2.99 Shipping
8,DELL,"Refurbished: DELL Laptop E6330 Intel Core i5 3320M (2.60 GHz) 16 GB Memory 256 GB SSD 13.3"" Windows 10 Pro 64-Bit",$364.99,$3.99 Shipping
9,DELL,"Refurbished: DELL Laptop E6530 Intel Core i5 3rd Gen 3210M (2.50 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 4000 15.6"" Windows 10 Pro 64-Bit",$363.99,$2.99 Shipping
10,HP,"Refurbished: HP Laptop ProBook 6460B Intel Core i5 2nd Gen 2520M (2.50 GHz) 16 GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-Bit",$323.99,$3.99 Shipping
