,item_number,general_category,product_category,page_number,brand,model_specifications,current_promotions,price,shipping,product_links,image_link
0,1TS-0016-00ZP5,Computer Systems,Laptops / Notebooks,14,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 512GB PCIe SSD + 1TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Win 10 Pro)",Free Expedited Shipping,1882.80,0.0,https://www.newegg.com/p/1TS-0016-00ZP5,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20200204300474663.jpg
1,1TS-0016-00ZR3,Computer Systems,Laptops / Notebooks,14,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 512GB PCIe SSD + 2TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Win 10 Pro)",Free Expedited Shipping,2158.80,0.0,https://www.newegg.com/p/1TS-0016-00ZR3,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20200204300474663.jpg
2,1TS-000D-09CP1,Computer Systems,Laptops / Notebooks,14,HP,"HP ProBook 645 G4 Notebook, 14"" FHD Display, AMD Ryzen 7 2700U Upto 3.8GHz, 32GB RAM, 2TB NVMe SSD, Vega 10, VGA, HDMI, DisplayPort via USB-C, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",Free Expedited Shipping,1159.99,0.0,https://www.newegg.com/silver-hp-probook-645-g4/p/1TS-000D-09CP1,//c1.neweggimages.com/ProductImageCompressAll300/AA0S_1_202003101641104560.jpg
3,1TS-0016-00ZR1,Computer Systems,Laptops / Notebooks,14,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 512GB PCIe SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Home)",Free Expedited Shipping,1858.80,0.0,https://www.newegg.com/p/1TS-0016-00ZR1,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20200204300474663.jpg
4,1TS-0016-00ZP4,Computer Systems,Laptops / Notebooks,14,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 512GB PCIe SSD + 2TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Win 10 Pro)",Free Expedited Shipping,1678.80,0.0,https://www.newegg.com/p/1TS-0016-00ZP4,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20200204300474663.jpg
5,1TS-0016-00ZR2,Computer Systems,Laptops / Notebooks,14,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 512GB PCIe SSD + 1TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Win 10 Home)",Free Expedited Shipping,1462.80,0.0,https://www.newegg.com/p/1TS-0016-00ZR2,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20200204300474663.jpg
6,1TS-0016-011N0,Computer Systems,Laptops / Notebooks,14,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 512GB m.2 SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Win 10 Pro) with USB Hub",,2288.80,0.0,https://www.newegg.com/p/1TS-0016-011N0,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20200324417579951.jpg
7,1TS-0016-00ZT7,Computer Systems,Laptops / Notebooks,14,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 512GB m.2 SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Home)",,1858.80,0.0,https://www.newegg.com/p/1TS-0016-00ZT7,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
8,1TS-000D-089E8,Computer Systems,Laptops / Notebooks,14,HP,"HP 17 Notebook, 17.3"" HD+ Display, AMD Ryzen 7 3700U Upto 4.0GHz, 32GB RAM, 256GB SSD, Vega 10, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home",Free Expedited Shipping,1199.99,0.0,https://www.newegg.com/black-textured-hp-17/p/1TS-000D-089E8,//c1.neweggimages.com/ProductImageCompressAll300/AEYA_1_202002042083551214.jpg
9,1TS-000D-045P2,Computer Systems,Laptops / Notebooks,14,HP,"HP ProBook 645 G4 Notebook, 14"" HD, AMD Quad-Core Ryzen 7 2700U Upto 3.8GHz, 32GB RAM, 1TB SSD, Radeon RX Vega 10, VGA, HDMI, Card Reader, Backlit Keyboard, Wi-Fi, BT, Windows 10 Pro",Free Expedited Shipping,1469.99,0.0,https://www.newegg.com/natural-silver-hp-probook-645-g4-standard/p/1TS-000D-045P2,//c1.neweggimages.com/ProductImageCompressAll300/V112_1_201905161741318720.jpg
