,item_number,general_category,product_category,page_number,brand,model_specifications,current_promotions,price,shipping,product_links,image_link
0,1TS-0016-00ZT1,Computer Systems,Laptops / Notebooks,15,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 512GB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Home)",,2038.80,0.0,https://www.newegg.com/p/1TS-0016-00ZT1,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
1,1TS-0016-00ZS2,Computer Systems,Laptops / Notebooks,15,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 512GB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Win 10 Pro)",,1882.80,0.0,https://www.newegg.com/p/1TS-0016-00ZS2,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
2,1TS-001A-01TW7,Computer Systems,Laptops / Notebooks,15,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 512GB SSD 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1222.87,0.0,https://www.newegg.com/p/1TS-001A-01TW7,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
3,1TS-0016-00ZR7,Computer Systems,Laptops / Notebooks,15,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 512GB m.2 SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Pro)",,1798.80,0.0,https://www.newegg.com/p/1TS-0016-00ZR7,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
4,1TS-0016-00ZS8,Computer Systems,Laptops / Notebooks,15,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 512GB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Pro)",,2218.80,0.0,https://www.newegg.com/p/1TS-0016-00ZS8,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
5,1TS-0016-00ZR6,Computer Systems,Laptops / Notebooks,15,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 512GB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Win 10 Home)",,1978.80,0.0,https://www.newegg.com/p/1TS-0016-00ZR6,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
6,1TS-001A-01TX9,Computer Systems,Laptops / Notebooks,15,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1070.91,0.0,https://www.newegg.com/p/1TS-001A-01TX9,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
7,1TS-0016-00ZR8,Computer Systems,Laptops / Notebooks,15,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 128GB m.2 SATA SSD + 500GB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Win 10 Pro)",,1966.80,0.0,https://www.newegg.com/p/1TS-0016-00ZR8,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
8,1TS-0016-00ZR9,Computer Systems,Laptops / Notebooks,15,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 512GB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Win 10 Home)",Free Expedited Shipping,2218.80,0.0,https://www.newegg.com/p/1TS-0016-00ZR9,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
9,1TS-0016-00ZU3,Computer Systems,Laptops / Notebooks,15,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 512GB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Win 10 Home)",Free Expedited Shipping,2182.80,0.0,https://www.newegg.com/p/1TS-0016-00ZU3,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
10,1TS-0016-00ZT8,Computer Systems,Laptops / Notebooks,15,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 512GB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Win 10 Home)",Free Expedited Shipping,1702.80,0.0,https://www.newegg.com/p/1TS-0016-00ZT8,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
11,1TS-0016-00ZS7,Computer Systems,Laptops / Notebooks,15,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 512GB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Home)",Free Expedited Shipping,1798.80,0.0,https://www.newegg.com/p/1TS-0016-00ZS7,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
12,1TS-0016-00ZS5,Computer Systems,Laptops / Notebooks,15,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 512GB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Win 10 Pro)",Free Expedited Shipping,2122.80,0.0,https://www.newegg.com/p/1TS-0016-00ZS5,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
13,1TS-0016-00ZS3,Computer Systems,Laptops / Notebooks,15,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 512GB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Home)",Free Expedited Shipping,1558.80,0.0,https://www.newegg.com/p/1TS-0016-00ZS3,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
14,1TS-000D-09CN6,Computer Systems,Laptops / Notebooks,15,HP,"HP ProBook 645 G4 Notebook, 14"" FHD Display, AMD Ryzen 7 2700U Upto 3.8GHz, 32GB RAM, 256GB NVMe SSD, Vega 10, VGA, HDMI, DisplayPort via USB-C, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",Free Expedited Shipping,959.99,0.0,https://www.newegg.com/silver-hp-probook-645-g4/p/1TS-000D-09CN6,//c1.neweggimages.com/ProductImageCompressAll300/AA0S_1_202003101157558245.jpg
