,item_number,general_category,product_category,page_number,brand,model_specifications,current_promotions,price,shipping,product_links,image_link
0,1TS-000A-0A6F7,Computer Systems,Laptops / Notebooks,18,DELL,"Refurbished: PRECISION 15 7540 i9-9980HK 32GB RAM 256GB SSD 15.6"" FHD 1080p NVIDIA RTX 3000",,2364.99,0.0,https://www.newegg.com/black-dell-precision-15-7540/p/1TS-000A-0A6F7,//c1.neweggimages.com/ProductImageCompressAll300/ACYB_1_2020040417235628.jpg
1,N82E16834235278,Computer Systems,Laptops / Notebooks,18,ASUS,"ASUS ZenBook Pro Duo UX581 15.6"" 4K UHD NanoEdge Bezel Touch, Intel Core i9-9980HK, 32 GB RAM, 1 TB PCIe SSD, GeForce RTX 2060, Innovative ScreenPad Plus, Windows 10 Pro - UX581GV-XB94T, Celestial Blu",OUT OF STOCK,2999.99,0.0,https://www.newegg.com/celestial-blue-asus-zenbook-pro-duo-ux581gv-xb94t-gaming-entertainment/p/N82E16834235278,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-235-278-V11.jpg
2,N82E16834235285,Computer Systems,Laptops / Notebooks,18,ASUS,"ASUS ZenBook 14 Ultra-Slim Laptop 14"" Full HD 4-Way NanoEdge Bezel, AMD R7 3700U CPU, 16 GB DDR4, 1 TB PCIe SSD, Windows 10 Pro - UM433DA-NH74, Icicle Silver",OUT OF STOCK,899.99,0.0,https://www.newegg.com/icicle-silver-asus-zenbook-um433da-nh74-mainstream/p/N82E16834235285,//c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/34-235-285-V19.jpg
3,N82E16834270988,Computer Systems,Laptops / Notebooks,18,HP,"HP Laptop ProBook 445 G6 (6KJ13UT#ABA) AMD Ryzen 7 1st Gen 2700U (2.20 GHz) 16 GB Memory 256 GB SSD AMD Radeon Vega 10 14.0"" Windows 10 Pro 64-bit",OUT OF STOCK,808.36,0.0,https://www.newegg.com/silver-hp-probook-445-g6-mainstream/p/N82E16834270988,//c1.neweggimages.com/ProductImageCompressAll300/V1BH_1_20190308553768700.jpg
4,1TS-000D-05F68,Computer Systems,Laptops / Notebooks,18,HP,"HP ProBook 445R G6 14"" Notebook - 1920 x 1080 - Ryzen 7 3700U - 16 GB RAM - 256 GB SSD - Pike Silver Aluminum",OUT OF STOCK,1560.12,25.00,https://www.newegg.com/p/1TS-000D-05F68,//c1.neweggimages.com/ProductImageCompressAll300/A98Y_1_201908191433067199.jpg
5,1TS-000D-05F76,Computer Systems,Laptops / Notebooks,18,HP,"HP ProBook 455R G6 15.6"" Notebook - 1920 x 1080 - Ryzen 7 3700U - 16 GB RAM - 512 GB SSD - Pike Silver Aluminum",OUT OF STOCK,1780.62,35.00,https://www.newegg.com/p/1TS-000D-05F76,//c1.neweggimages.com/ProductImageCompressAll300/A98Y_1_20190819802408238.jpg
6,1TS-001A-00NS3,Computer Systems,Laptops / Notebooks,18,ASUS,"ASUS Zephyrus GA502DU Gaming Notebook, 15.6"" 120Hz IPS FHD, AMD Quad-Core Ryzen 7 3750H Upto 4.0GHz, 16GB RAM, 1TB NVMe SSD, GTX 1660 Ti 6GB, HDMI, Backlit Keyboard, Wi-Fi, BT, Windows 10 Home",OUT OF STOCK,1159.99,0.0,https://www.newegg.com/graphite-black-metallic-asus-zephyrus-ga502du-standard/p/1TS-001A-00NS3,//c1.neweggimages.com/ProductImageCompressAll300/AEYA_1_2019071229688756.jpg
7,1TS-001A-00NW9,Computer Systems,Laptops / Notebooks,18,ASUS,"ASUS TUF FX705DT Gaming Notebook, 17.3"" IPS FHD, AMD Quad-Core Ryzen 7 3750H Upto 4.0GHz, 32GB RAM, 2TB NVMe SSD + 1TB HDD, GTX 1650 4GB, HDMI, Backlit Keyboard, Wi-Fi, BT, Windows 10 Home",OUT OF STOCK,1459.99,0.0,https://www.newegg.com/black-asus-tuf-fx705dt-standard/p/1TS-001A-00NW9,//c1.neweggimages.com/ProductImageCompressAll300/AEYA_1_201907121186310581.jpg
8,1TS-001A-00NX8,Computer Systems,Laptops / Notebooks,18,ASUS,"ASUS TUF FX705DT Gaming Notebook, 17.3"" IPS FHD, AMD Quad-Core Ryzen 7 3750H Upto 4.0GHz, 32GB RAM, 512GB SSD, GTX 1650 4GB, HDMI, Backlit Keyboard, Wi-Fi, BT, Windows 10 Home",OUT OF STOCK,1129.99,0.0,https://www.newegg.com/black-asus-tuf-fx705dt-standard/p/1TS-001A-00NX8,//c1.neweggimages.com/ProductImageCompressAll300/AEYA_1_20190712185983706.jpg
9,1TS-001A-00NR9,Computer Systems,Laptops / Notebooks,18,ASUS,"ASUS Zephyrus GA502DU Gaming Notebook, 15.6"" 120Hz IPS FHD, AMD Quad-Core Ryzen 7 3750H Upto 4.0GHz, 24GB RAM, 256GB NVMe SSD, GTX 1660 Ti 6GB, HDMI, Backlit Keyboard, Wi-Fi, BT, Windows 10 Home",OUT OF STOCK,1119.99,0.0,https://www.newegg.com/graphite-black-metallic-asus-zephyrus-ga502du-standard/p/1TS-001A-00NR9,//c1.neweggimages.com/ProductImageCompressAll300/AEYA_1_201907121923004170.jpg
