,item_number,general_category,product_category,page_number,brand,model_specifications,current_promotions,price,shipping,product_links,image_link
0,1TS-001A-01U44,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 1TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1092.62,0.0,https://www.newegg.com/p/1TS-001A-01U44,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
1,1TS-001A-01U62,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 512GB SSD 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1222.87,0.0,https://www.newegg.com/p/1TS-001A-01U62,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
2,1TS-001A-01U57,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 512GB SSD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1201.16,0.0,https://www.newegg.com/p/1TS-001A-01U57,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
3,1TS-001A-01U71,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 128GB SSD 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1099.86,0.0,https://www.newegg.com/p/1TS-001A-01U71,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
4,1TS-001A-01U75,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 128GB SSD 1TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1121.56,0.0,https://www.newegg.com/p/1TS-001A-01U75,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
5,1TS-001A-01U61,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 128GB SSD 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1172.21,0.0,https://www.newegg.com/p/1TS-001A-01U61,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
6,1TS-001A-01U73,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1143.27,0.0,https://www.newegg.com/p/1TS-001A-01U73,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
7,1TS-001A-01U55,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 1024GB SSD 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1172.21,0.0,https://www.newegg.com/p/1TS-001A-01U55,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
8,1TS-001A-01U36,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 256GB SSD 1TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1070.91,0.0,https://www.newegg.com/p/1TS-001A-01U36,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
9,1TS-001A-01U41,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 256GB SSD 2TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1099.86,0.0,https://www.newegg.com/p/1TS-001A-01U41,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
10,1TS-001A-01U32,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 256GB SSD 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1049.20,0.0,https://www.newegg.com/p/1TS-001A-01U32,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
11,1TS-001A-01U76,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 1024GB SSD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1295.22,0.0,https://www.newegg.com/p/1TS-001A-01U76,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
12,1TS-001A-01U58,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 128GB SSD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1150.51,0.0,https://www.newegg.com/p/1TS-001A-01U58,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
13,1TS-001A-01U70,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 512GB SSD 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1150.51,0.0,https://www.newegg.com/p/1TS-001A-01U70,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
14,1TS-001A-01U65,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 128GB SSD 1TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1193.92,0.0,https://www.newegg.com/p/1TS-001A-01U65,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
15,1TS-001A-01U28,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 256GB SSD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1027.50,0.0,https://www.newegg.com/p/1TS-001A-01U28,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
16,1TS-001A-01U46,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 256GB SSD 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1193.92,0.0,https://www.newegg.com/p/1TS-001A-01U46,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
17,1TS-001A-01U64,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 1024GB SSD 2TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1222.87,0.0,https://www.newegg.com/p/1TS-001A-01U64,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
18,1TS-001A-01U24,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 2TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1049.20,0.0,https://www.newegg.com/p/1TS-001A-01U24,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
19,1TS-001A-01U53,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 256GB SSD 2TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1244.57,0.0,https://www.newegg.com/p/1TS-001A-01U53,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
20,1TS-001A-01U52,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 1024GB SSD 2TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1295.22,0.0,https://www.newegg.com/p/1TS-001A-01U52,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
21,1TS-001A-01U68,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 128GB SSD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1078.15,0.0,https://www.newegg.com/p/1TS-001A-01U68,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
22,1TS-001A-01U48,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 512GB SSD 2TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1128.80,0.0,https://www.newegg.com/p/1TS-001A-01U48,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
23,1TS-001A-01U04,Computer Systems,Laptops / Notebooks,2,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 128GB SSD 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1027.50,0.0,https://www.newegg.com/p/1TS-001A-01U04,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
