,item_number,general_category,product_category,page_number,brand,model_specifications,current_promotions,price,shipping,product_links,image_link
0,1TS-001A-01TY5,Computer Systems,Laptops / Notebooks,13,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 256GB SSD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1172.21,0.0,https://www.newegg.com/p/1TS-001A-01TY5,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
1,1TS-001A-01TV4,Computer Systems,Laptops / Notebooks,13,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 1024GB SSD 2TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1295.22,0.0,https://www.newegg.com/p/1TS-001A-01TV4,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
2,1TS-001A-01TX5,Computer Systems,Laptops / Notebooks,13,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 512GB SSD 2TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1273.52,0.0,https://www.newegg.com/p/1TS-001A-01TX5,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
3,1TS-001A-01TZ2,Computer Systems,Laptops / Notebooks,13,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 256GB SSD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1099.86,0.0,https://www.newegg.com/p/1TS-001A-01TZ2,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
4,1TS-001A-01U78,Computer Systems,Laptops / Notebooks,13,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 128GB SSD 2TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1150.51,0.0,https://www.newegg.com/p/1TS-001A-01U78,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
5,1TS-001A-01TT6,Computer Systems,Laptops / Notebooks,13,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 512GB SSD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1056.44,0.0,https://www.newegg.com/p/1TS-001A-01TT6,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
6,1TS-001A-01TU4,Computer Systems,Laptops / Notebooks,13,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 512GB SSD 1TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1099.86,0.0,https://www.newegg.com/p/1TS-001A-01TU4,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
7,1TS-001A-01TY7,Computer Systems,Laptops / Notebooks,13,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 1024GB SSD 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1244.57,0.0,https://www.newegg.com/p/1TS-001A-01TY7,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
8,1TS-0016-011M3,Computer Systems,Laptops / Notebooks,13,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 512GB m.2 SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Win 10 Home) with USB Hub",,1628.80,0.0,https://www.newegg.com/p/1TS-0016-011M3,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20200324417579951.jpg
9,1TS-000D-045P4,Computer Systems,Laptops / Notebooks,13,HP,"HP ProBook 645 G4 Notebook, 14"" HD, AMD Quad-Core Ryzen 7 2700U Upto 3.8GHz, 32GB RAM, 2TB NVMe SSD + 1TB HDD, Radeon RX Vega 10, VGA, HDMI, Card Reader, Backlit Keyboard, Wi-Fi, BT, Windows 10 Pro",Free Expedited Shipping,1419.99,0.0,https://www.newegg.com/natural-silver-hp-probook-645-g4-standard/p/1TS-000D-045P4,//c1.neweggimages.com/ProductImageCompressAll300/AA0S_1_201905162021702118.jpg
10,1TS-001A-01TV2,Computer Systems,Laptops / Notebooks,13,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 16GB RAM 1024GB SSD 500GB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1172.21,0.0,https://www.newegg.com/p/1TS-001A-01TV2,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
11,1TS-000D-045P0,Computer Systems,Laptops / Notebooks,13,HP,"HP ProBook 645 G4 Notebook, 14"" HD, AMD Quad-Core Ryzen 7 2700U Upto 3.8GHz, 16GB RAM, 512GB SSD, Radeon RX Vega 10, VGA, HDMI, Card Reader, Backlit Keyboard, Wi-Fi, BT, Windows 10 Pro",Free Expedited Shipping,1039.99,0.0,https://www.newegg.com/natural-silver-hp-probook-645-g4-standard/p/1TS-000D-045P0,//c1.neweggimages.com/ProductImageCompressAll300/V112_1_20190516161387659.jpg
12,1TS-000D-089D2,Computer Systems,Laptops / Notebooks,13,HP,"HP 17 Notebook, 17.3"" HD+ Display, AMD Ryzen 7 3700U Upto 4.0GHz, 32GB RAM, 128GB NVMe SSD + 1TB HDD, Vega 10, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",Free Expedited Shipping,1129.99,0.0,https://www.newegg.com/black-textured-hp-17/p/1TS-000D-089D2,//c1.neweggimages.com/ProductImageCompressAll300/AA0S_1_202002042090913568.jpg
13,1TS-000D-09CP5,Computer Systems,Laptops / Notebooks,13,HP,"HP ProBook 645 G4 Notebook, 14"" FHD Display, AMD Ryzen 7 2700U Upto 3.8GHz, 32GB RAM, 512GB NVMe SSD, Vega 10, VGA, HDMI, DisplayPort via USB-C, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",Free Expedited Shipping,989.99,0.0,https://www.newegg.com/silver-hp-probook-645-g4/p/1TS-000D-09CP5,//c1.neweggimages.com/ProductImageCompressAll300/AA0S_1_20200310315503058.jpg
14,1TS-001A-01TZ0,Computer Systems,Laptops / Notebooks,13,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 32GB RAM 1024GB SSD 2TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1367.58,0.0,https://www.newegg.com/p/1TS-001A-01TZ0,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
15,1TS-001A-01TW2,Computer Systems,Laptops / Notebooks,13,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 256GB SSD 2TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1172.21,0.0,https://www.newegg.com/p/1TS-001A-01TW2,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
16,1TS-001A-01TV8,Computer Systems,Laptops / Notebooks,13,ASUS,"ASUS FX705DT 17.3"" Customized Gaming Laptop | AMD Ryzen 7 3750H Processor | 24GB RAM 256GB SSD 1TB HDD | GeForce GTX 1650 4GB GDDR5 | RGB Backlit Keyboard | Windows 10 Black",,1143.27,0.0,https://www.newegg.com/p/1TS-001A-01TV8,//c1.neweggimages.com/ProductImageCompressAll300/AJZD_1_202001281913377908.jpg
17,1TS-000D-045N9,Computer Systems,Laptops / Notebooks,13,HP,"HP ProBook 645 G4 Notebook, 14"" HD, AMD Quad-Core Ryzen 7 2700U Upto 3.8GHz, 16GB RAM, 512GB NVMe SSD + 1TB HDD, Radeon RX Vega 10, VGA, HDMI, Card Reader, Backlit Keyboard, Wi-Fi, BT, Windows 10 Pro",Free Expedited Shipping,1099.99,0.0,https://www.newegg.com/natural-silver-hp-probook-645-g4-standard/p/1TS-000D-045N9,//c1.neweggimages.com/ProductImageCompressAll300/AA0S_1_20190516685745010.jpg
18,1TS-000D-045N5,Computer Systems,Laptops / Notebooks,13,HP,"HP ProBook 645 G4 Notebook, 14"" HD, AMD Quad-Core Ryzen 7 2700U Upto 3.8GHz, 16GB RAM, 1TB SSD, Radeon RX Vega 10, VGA, HDMI, Card Reader, Backlit Keyboard, Wi-Fi, BT, Windows 10 Pro",Free Expedited Shipping,1189.99,0.0,https://www.newegg.com/natural-silver-hp-probook-645-g4-standard/p/1TS-000D-045N5,//c1.neweggimages.com/ProductImageCompressAll300/V112_1_201905162053000545.jpg
19,1TS-0016-00ZS1,Computer Systems,Laptops / Notebooks,13,MSI,"MSI ALPHA 15 A3DD-004 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 512GB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M, Wifi, Bluetooth, Webcam, Win 10 Pro)",Free Expedited Shipping,1738.80,0.0,https://www.newegg.com/p/1TS-0016-00ZS1,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_202003232058019633.jpg
20,1TS-000D-045P7,Computer Systems,Laptops / Notebooks,13,HP,"HP ProBook 645 G4 Notebook, 14"" HD, AMD Quad-Core Ryzen 7 2700U Upto 3.8GHz, 32GB RAM, 512GB SSD, Radeon RX Vega 10, VGA, HDMI, Card Reader, Backlit Keyboard, Wi-Fi, BT, Windows 10 Pro",Free Expedited Shipping,1229.99,0.0,https://www.newegg.com/natural-silver-hp-probook-645-g4-standard/p/1TS-000D-045P7,//c1.neweggimages.com/ProductImageCompressAll300/AA0S_1_20190516603938289.jpg
21,1TS-000D-045N8,Computer Systems,Laptops / Notebooks,13,HP,"HP ProBook 645 G4 Notebook, 14"" HD, AMD Quad-Core Ryzen 7 2700U Upto 3.8GHz, 16GB RAM, 2TB SSD, Radeon RX Vega 10, VGA, HDMI, Card Reader, Backlit Keyboard, Wi-Fi, BT, Windows 10 Pro",Free Expedited Shipping,1279.99,0.0,https://www.newegg.com/natural-silver-hp-probook-645-g4-standard/p/1TS-000D-045N8,//c1.neweggimages.com/ProductImageCompressAll300/V112_1_201905161910136974.jpg
