,item_number,general_category,product_category,page_number,brand,model_specifications,current_promotions,price,shipping,product_links,image_link
0,1TS-0016-00R56,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 4TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2818.80,0.0,https://www.newegg.com/p/1TS-0016-00R56,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
1,1TS-0016-00R76,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 2TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2158.80,0.0,https://www.newegg.com/p/1TS-0016-00R76,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
2,1TS-0016-00R60,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 1TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2278.80,0.0,https://www.newegg.com/p/1TS-0016-00R60,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
3,1TS-0016-00R43,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 1TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2458.80,0.0,https://www.newegg.com/p/1TS-0016-00R43,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
4,1TS-0016-00R72,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 1TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,1978.80,0.0,https://www.newegg.com/p/1TS-0016-00R72,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
5,1TS-0016-00R81,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 512GB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2518.80,0.0,https://www.newegg.com/p/1TS-0016-00R81,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
6,1TS-0016-00R71,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 2TB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2590.80,0.0,https://www.newegg.com/p/1TS-0016-00R71,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
7,1TS-0016-00R68,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 4TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,3058.80,0.0,https://www.newegg.com/p/1TS-0016-00R68,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
8,1TS-0016-00R67,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 1TB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2338.80,0.0,https://www.newegg.com/p/1TS-0016-00R67,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
9,1TS-0016-00R48,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 1TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2038.80,0.0,https://www.newegg.com/p/1TS-0016-00R48,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
10,1TS-0016-00R63,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 1TB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2290.80,0.0,https://www.newegg.com/p/1TS-0016-00R63,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
11,1TS-0016-00R86,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 2TB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2878.80,0.0,https://www.newegg.com/p/1TS-0016-00R86,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
12,1TS-0016-00R82,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 1TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2218.80,0.0,https://www.newegg.com/p/1TS-0016-00R82,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
13,1TS-0016-00PM3,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 1TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,1798.80,0.0,https://www.newegg.com/p/1TS-0016-00PM3,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
14,1TS-0016-00R84,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 1TB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2578.80,0.0,https://www.newegg.com/p/1TS-0016-00R84,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
15,1TS-0016-00R35,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 2TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,1978.80,0.0,https://www.newegg.com/p/1TS-0016-00R35,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
16,1TS-0016-00R42,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 1TB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2098.80,0.0,https://www.newegg.com/p/1TS-0016-00R42,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
17,1TS-0016-00R64,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 2TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2458.80,0.0,https://www.newegg.com/p/1TS-0016-00R64,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
18,1TS-0016-00R44,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 4TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2578.80,0.0,https://www.newegg.com/p/1TS-0016-00R44,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
19,1TS-0016-00R75,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 2TB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2698.80,0.0,https://www.newegg.com/p/1TS-0016-00R75,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
20,1TS-0016-00R61,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 1TB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2350.80,0.0,https://www.newegg.com/p/1TS-0016-00R61,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
21,1TS-0016-00R50,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 2TB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2398.80,0.0,https://www.newegg.com/p/1TS-0016-00R50,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
22,1TS-0016-00R46,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 2TB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2350.80,0.0,https://www.newegg.com/p/1TS-0016-00R46,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
23,1TS-0016-00R66,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 1TB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2398.80,0.0,https://www.newegg.com/p/1TS-0016-00R66,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
24,1TS-0016-00R55,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 512GB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2230.80,0.0,https://www.newegg.com/p/1TS-0016-00R55,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
25,1TS-0016-00R59,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 512GB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2278.80,0.0,https://www.newegg.com/p/1TS-0016-00R59,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
26,1TS-0016-00R78,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 512GB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,1990.80,0.0,https://www.newegg.com/p/1TS-0016-00R78,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
27,1TS-0016-00R47,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 2TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2638.80,0.0,https://www.newegg.com/p/1TS-0016-00R47,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
28,1TS-0016-00R74,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 2TB m.2 SATA SSD + 2TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2638.80,0.0,https://www.newegg.com/p/1TS-0016-00R74,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
29,1TS-0016-00R79,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 512GB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2470.80,0.0,https://www.newegg.com/p/1TS-0016-00R79,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
30,1TS-0016-00R70,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 2TB m.2 SATA SSD + 1TB  HDD, 15.6"" Full HD (1920x1080)) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,2650.80,0.0,https://www.newegg.com/p/1TS-0016-00R70,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
31,1TS-0016-00R51,Computer Systems,Laptops / Notebooks,21,MSI,"MSI ALPHA 15 A3DD-003 Gaming and Business Laptop (AMD Ryzen 7 3750H 4-Core, 64GB RAM, 4TB  SATA SSD, 15.6"" Full HD (1920x1080), AMD Radeon RX5500M) with Loot Box , Gaming Controller , Headset",OUT OF STOCK,3238.80,0.0,https://www.newegg.com/p/1TS-0016-00R51,//c1.neweggimages.com/ProductImageCompressAll300/V0F3_1_20191106322261694.jpg
32,1TS-000E-0F046,Computer Systems,Laptops / Notebooks,21,Lenovo,"Lenovo ThinkPad T495s 20QJ0003US 14"" Notebook - 1920 x 1080  + Office 365 Bundle",OUT OF STOCK,1653.99,0.0,https://www.newegg.com/p/1TS-000E-0F046,//c1.neweggimages.com/ProductImageCompressAll300/A24G_1_201909261318287601.jpg
33,1TS-000D-06T65,Computer Systems,Laptops / Notebooks,21,HP,"HP ProBook 445R G6 14"" Notebook - 1920 x 1080 - Ryzen 7 3700 + Office 365 Bundle",OUT OF STOCK,848.17,0.0,https://www.newegg.com/p/1TS-000D-06T65,//c1.neweggimages.com/ProductImageCompressAll300/A24G_1_201911021963361107.jpg
34,1TS-000D-06T64,Computer Systems,Laptops / Notebooks,21,HP,"HP EliteBook 735 G6 13.3"" Touchscreen Notebook - 1920 x 1080 + Office 365 Bundle",OUT OF STOCK,1271.76,0.0,https://www.newegg.com/p/1TS-000D-06T64,//c1.neweggimages.com/ProductImageCompressAll300/A24G_1_20191102641468627.jpg
35,1TS-000D-06T62,Computer Systems,Laptops / Notebooks,21,HP,"HP ProBook 445R G6 14"" Notebook - 1920 x 1080 - Ryzen 7 3700 + Office 365 Bundle",OUT OF STOCK,1110.74,0.0,https://www.newegg.com/p/1TS-000D-06T62,//c1.neweggimages.com/ProductImageCompressAll300/A24G_1_201911022036851679.jpg
