,brand,model_listing,price,shipping
24,ASUS,"Asus X509FA-DB51 15.6"" FHD Laptop i5-8265U 8GB 256GB SSD Win10 90NB0MZ2M05650",$659.99,$2.99 Shipping
25,Lenovo,"Lenovo ThinkPad T490s 20NX001TUS 14"" Notebook - 1920 x 1080 - Core i5 i5-8265U - 16 GB RAM - 512 GB SSD - Black","$1,820.99",Free Shipping
26,Acer America,"Acer Chromebook 311 C721-25AS 11.6"" Chromebook - 1366 x 768 - A-Series A4-9120C - 4 GB RAM - 32 GB Flash Memory - Shale Black",$279.99,$2.99 Shipping
27,HP,"HP ZBook Studio G5 15.6"" Mobile Workstation - Core i7 i7-8850H - 16 GB RAM - 512 GB SSD - Windows 10 Pro - In-plane Switching (IPS) Technology - English (US) Keyboard - Intel Optane Memory Ready","$2,396.99",$8.92 Shipping
28,Lenovo,"Lenovo ThinkPad P1 Gen 2 15.6"" Mobile Laptop i7-9850H 16GB 512GB SSD W10P","$2,418.99",$2.99 Shipping
29,Acer America,"Acer TravelMate P6 P648-G3-M TMP648-G3-M-70B0 14"" LCD Notebook - Intel Core i7 (7th Gen) i7-7500U Dual-core (2 Core) 2.70 GHz - 16 GB DDR4 SDRAM - 512 GB SSD - Windows 10 Pro 64-bit - 1920 x 1080 -...","$1,497.99",$2.99 Shipping
30,Acer America,"Acer Chromebook 512 C851-C9CF 12"" Chromebook - 1366 x 912 - Celeron N4000 - 4 GB RAM - 32 GB Flash Memory - Black",$301.99,$9.80 Shipping
31,DELL,"Dell Latitude 5000 5420 14"" Touchscreen Notebook - 1920 x 1080 - Core i5 i5-8350U - 8 GB RAM - 256 GB SSD","$2,899.99",$8.35 Shipping
32,Lenovo,Lenovo Notebook 20LQ000GUS ThinkPad 11e 5th Gen 11.6 Intel N4100 4GB 128GB Windows 10 Pro 64 ,$542.99,$2.99 Shipping
33,DELL,"Dell XPS 15 7590 15.6"" Notebook - 1920 x 1080 - Core i5 i5-9300H - 8 GB RAM - 256 GB SSD - Silver","$1,499.99",$2.99 Shipping
34,Lenovo,"Lenovo ThinkPad L490 14"" FHD Laptop i5-8265U 8GB 256GB SSD W10P 20Q5001QUS","$1,129.99",Free Shipping
35,DELL,"Dell Precision 7000 7740 17.3"" Mobile Workstation - 1920 x 1080 - Core i7 i7-9850H - 16 GB RAM - 512 GB SSD","$2,553.99",$8.69 Shipping
