,brand,model_listing,price,shipping
0,MSI,"MSI Laptop Modern 15 A10RAS-097 Intel Core i7 10th Gen 10510U (1.80 GHz) 8 GB Memory 512 GB NVMe SSD NVIDIA GeForce MX330 15.6"" Windows 10 Home 64-bit",$899.00,$2.99 Shipping
1,Acer America,"Acer ConceptD 7 CN715-71-77QK 15.6"" Notebook - 3840 x 2160 - Core i7 i7-9750H - 32 GB RAM - 1 TB SSD - White","$3,660.99",$8.35 Shipping
2,DELL,"Dell Latitude 14 Rugged 5414 14.0 in New Laptop - Intel Core i5 6300U 6th Gen 2.4 GHz 8GB 128GB SSD Windows 10 Pro 64-Bit - Bluetooth, Webcam","$1,999.99",$2.99 Shipping
3,Lenovo,"Open Box: Lenovo ThinkPad A485 20MU000TUS 14"" Laptop Ryzen 5 2500U 8GB 256GB SSD W10P",$678.00,$2.99 Shipping
4,MSI,"Open Box: MSI Laptop Prestige 14 A10SC-020 Intel Core i5 10th Gen 10210U (1.60 GHz) 16 GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q 14.0"" Windows 10 Pro 64-bit",$899.99,$2.99 Shipping
5,ASUS,"Open Box: ASUS VivoBook S15 S532 Thin & Light 15.6"" FHD, Intel Core i7-8565U CPU, GeForce MX250, 8 GB DDR4 RAM, 256 GB PCIe NVMe SSD, IR Camera, Windows 10 Home, S532FL-EB71, Transparent Silver",$679.99,$6.39 Shipping
6,ASUS,"Open Box: ASUS ZenBook S, 13.3” UHD 4K Touch, 8th Gen Whiskey Lake Intel Core i7-8565U Processor, 16GB RAM, 512GB PCIe SSD, FP Sensor, Thunderbolt, Windows 10 Professional - UX391FA-XH74T Deep Dive Blue laptop",$977.99,Special Shipping
7,GIGABYTE,"GIGABYTE AERO 15 WB-7US1130SH, 15.6"" Gaming Laptop, Intel Core i7-10750H, RTX 2070 Max-Q, 16 GB Memory, 512 GB SSD","$1,899.00",Free Shipping
8,GIGABYTE,"GIGABYTE AERO 15 OLED XB-9US5450SP, 15.6"" 4K/UHD Gaming Laptop, Intel Core i9-10980HK, RTX 2070 Super Max-Q, 32 GB Memory, 1 TB SSD","$3,199.00",Free Shipping
9,MSI,"MSI Laptop Modern 14 A10RAS-884 Intel Core i5 10th Gen 10210U (1.60 GHz) 8 GB Memory 512 GB NVMe SSD NVIDIA GeForce MX330 14.0"" Windows 10 Home 64-bit",$799.00,$2.99 Shipping
10,GIGABYTE,"GIGABYTE AERO 17 WB-7US1130SH, 17.3"" Gaming Laptop, Intel Core i7-10750H, RTX 2070 Max-Q, 16 GB Memory, 512 GB SSD","$1,999.00",Free Shipping
11,GIGABYTE,"GIGABYTE AERO 15 OLED XB-8US51B0SP, 15.6"" 4K/UHD Gaming Laptop, Intel Core i7-10875H, RTX 2070 Super Max-Q, 16 GB Memory, 512 GB SSD","$2,699.00",Free Shipping
12,GIGABYTE,"GIGABYTE AERO 15 OLED YB-9US5430SP, 15.6"" 4K Gaming Laptop, Intel Core i9-10980HK, RTX 2080 Super Max-Q, 32 GB Memory, 512 GB SSD","$3,499.00",Free Shipping
13,GIGABYTE,"GIGABYTE AERO 17 HDR YB-9US4750SP, 17.3"" Gaming Laptop, Intel Core i9-10980HK, RTX 2080 Super Max-Q, 64 GB Memory, 1 TB SSD","$4,399.00",Free Shipping
14,AORUS,"Aorus 15G XB-8US2130MP, 15.6"" Gaming Laptop, Intel Core i7-10875H, RTX 2070 Super Max-Q, 16 GB Memory, 512 GB SSD","$2,299.00",Free Shipping
15,GIGABYTE,"GIGABYTE AERO 15 SB-7US1130SH, 15.6"" Gaming Laptop, Intel Core i7-10750H, GTX 1660 Ti, 16 GB Memory, 512 GB SSD","$1,599.00",Free Shipping
16,GIGABYTE,"GIGABYTE AERO 17 HDR YB-9US4430SP, 17.3"" 4K/UHD Gaming Laptop, Intel Core i9-10980HK, RTX 2080 Super Max-Q, 32 GB Memory, 512 GB SSD","$3,699.00",Free Shipping
17,Acer America,"Acer Predator Triton 900 PT917-71-78FC 17.3"" Touchscreen Gaming Notebook - 3840 x 2160 - Core i7 i7-9750H - 32 GB RAM - 1 TB SSD - Black","$4,334.99",$2.99 Shipping
18,HP,"HP Laptop ProBook 450 G6 (5VC00UT#ABA) Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 15.6"" 1920 x 1080 Windows 10 Pro 64-bit",$849.00,Free Shipping
19,Acer America,"Acer CB5-312T-K6TF 13.3"" 16:9 Chromebook - 1920 x 1080 Touchscreen - In-plane Switching (IPS) Technology - MediaTek M8173C Quad-core (4 Core) 2.10 GHz - 4 GB LPDDR3 - 32 GB Flash Memory Capacity - ...",$386.99,$7.99 Shipping
20,Intel,Intel Software Starter Pack INTELSP NB,$179.99,
21,HP,"HP ProBook 450 G6 15.6"" LCD Notebook - Intel Core i3 (8th Gen) i3-8145U Dual-core (2 Core) 2.10 GHz - 4GB DDR4 SDRAM - 500GB HDD - Windows 10 Home 64-bit (English) - 1366 x 768 - Natural Silver",$584.99,$2.99 Shipping
22,Acer America,"Acer Chromebook 714 CB714-1WT-32KD 14"" Touchscreen Chromebook - 1920 x 1080 - Core i3 i3-8130U - 8 GB RAM - 64 GB Flash Memory",$662.99,$2.99 Shipping
23,Acer America,"Acer TravelMate P6 P614-51 TMP614-51-50FJ 14"" Notebook - 1920 x 1080 - Core i5 i5-8365U - 8 GB RAM - 256 GB SSD - Black","$1,366.99",Free Shipping
