,brand,model_listing,price,shipping
12,MSI,"MSI Laptop Prestige 14 A10SC-091 Intel Core i7 10th Gen 10710U (1.10 GHz) 16 GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q 14.0"" Windows 10 Pro 64-bit","$1,399.99",Free Shipping
13,MSI,"MSI Laptop Intel Core i7 8565U (1.80 GHz) 16 GB Memory 512 GB SSD NVIDIA GeForce GTX 1050 Ti 15.6"" Windows 10",$899.99,Free Shipping
14,Lenovo,"Lenovo Laptop ThinkPad E595 20NF0012US AMD Ryzen 5 2nd Gen 3500U (2.10 GHz) 8 GB Memory 256 GB SSD AMD Radeon Vega 8 15.6"" Windows 10 Pro 64-bit",$599.99,Free Shipping
15,Lenovo,"Lenovo Laptop ThinkPad E590 20NB005MUS Intel Core i5 8th Gen 8265U (1.60 GHz) 4 GB Memory 500 GB HDD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-bit",$559.99,$2.99 Shipping
16,HP,"HP Laptop 250 G7 (5YN09UT#ABA) Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-bit",$599.00,Free Shipping
17,Acer America,"Acer C771T-C1WS 11.6"" Touchscreen LCD Chromebook - Intel Celeron 3855U Dual-core (2 Core) 1.60 GHz - 4 GB LPDDR3 - 32 GB Flash Memory - Chrome OS - 1366 x 768 - In-plane Switching (IPS) Technology",$327.99,$2.99 Shipping
18,MSI,"MSI Laptop Modern 15 A10RB-013 Intel Core i7 10th Gen 10510U (1.80 GHz) 16 GB Memory 512 GB NVMe SSD NVIDIA GeForce MX250 15.6"" Windows 10 Pro 64-bit","$1,099.99",$2.99 Shipping
19,Acer America,"Acer Chromebook 714 CB714-1WT-534T 14"" Touchscreen Chromebook - 1920 x 1080 - Core i5 i5-8250U - 8 GB RAM - 64 GB Flash Memory",$778.99,Free Shipping
20,Acer America,"Acer TravelMate X3410-M TMX3410-M-5608 14"" LCD Notebook - Intel Core i5 (8th Gen) i5-8250U Quad-core (4 Core) 1.60 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro 64-bit - 1920 x 1080 - In-plan...",$953.99,$2.99 Shipping
21,HP,"HP Laptop ProBook 430 G6 (5VD75UT#ABA) Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 13.3"" Windows 10 Pro 64-bit",$899.00,Free Shipping
22,HP,"HP ZBook 14u G6 14"" Laptop i5-8265U 8GB 256GB SSD W10P AMD Radeon Pro WX 3200","$1,432.99",$2.99 Shipping
23,Acer America,"Acer TravelMate B1 B114-21 TMB114-21-4434 14"" Notebook - 1366 x 768 - A-Series A4-9120C - 4 GB RAM - 64 GB Flash Memory",$361.99,$2.99 Shipping
24,Lenovo,"Lenovo ThinkPad X1 Carbon 7th Gen 20QD000BUS 14"" Ultrabook - 1920 x 1080 - Core i5 i5-8265U - 8 GB RAM - 256 GB SSD","$1,586.99",$3.99 Shipping
25,Lenovo,"Lenovo ThinkPad T590 20N40038US 15.6"" Touchscreen Notebook - 1920 x 1080 - Core i7 i7-8665U - 16 GB RAM - 1 TB SSD","$2,598.99",$2.99 Shipping
26,HP,"HP EliteBook x360 1030 G4 13.3"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i7 i7-8665U - 16 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - In-plane Switching (IPS) T","$1,999.99",$2.99 Shipping
27,DELL,"Dell Latitude 3000 3380 13.3"" LCD Notebook - Intel Core i3 (6th Gen) i3-6006U Dual-core (2 Core) 2 GHz - 4 GB DDR4 SDRAM - 128 GB SSD - Windows 10 Pro 64-bit (English/French/Spanish) - 1366 x 768 -...",$570.99,$7.99 Shipping
28,Lenovo,"Lenovo ThinkPad T590 20N4001NUS 15.6"" Notebook - 1920 x 1080 - Core i5 i5-8265U - 8 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - In-plane Switching (IPS) Technology - En","$1,407.99",$2.99 Shipping
29,HP,"HP ZBook 15u G6 15.6"" Mobile Workstation - 1920 x 1080 - Core i7 i7-8565U - 16 GB RAM - 512 GB SSD","$1,683.99",$2.99 Shipping
30,HP,"HP EliteBook 840 G6 14"" Notebook - 1920 x 1080 - Core i5 i5-8365U - 8 GB RAM - 256 GB SSD","$1,488.99",$2.99 Shipping
31,HP,"HP EliteBook 840 G6 14"" Notebook - 1920 x 1080 - Core i5 i5-8365U - 16 GB RAM - 512 GB SSD","$1,817.99",Free Shipping
32,DELL,"DELL Latitude 3301 13.3"" Laptop i3-8145U 4GB 128GB SSD W10 6955K",$717.99,$2.99 Shipping
33,HP,"HP Chromebook 11 G6 EE 11.6"" Touchscreen LCD Chromebook - Intel Celeron N3450 Quad-core (4 Core) 1.10 GHz - 8 GB LPDDR4 - 64 GB Flash Memory - Chrome OS - 1366 x 768 - BrightView, In-plane Switch",$300.99,$2.99 Shipping
34,Lenovo,"Lenovo Laptop ThinkBook 14-IML 20RV007BUS Intel Core i7 10th Gen 10510U (1.80 GHz) 16 GB Memory 512 GB SSD Intel UHD Graphics 14.0"" Windows 10 Pro 64-bit",$890.99,$2.99 Shipping
35,DELL,"Dell Latitude 3000 3500 15.6"" Notebook - 1366 x 768 - Core i5 i5-8265U - 4 GB RAM - 500 GB HDD",$670.99,$10.64 Shipping
