,brand,model_listing,price,shipping
0,DELL,"Open Box: Dell XPS 13 9380 13.3"" Notebook - 1920 x 1080 - Core i7 i7-8565U - 8 GB RAM - 256 GB SSD - Platinum Silver, Carbon Fiber Black - Intel UHD Graphics 620 - In-plane Switching (IPS) Technology - 21","$1,399.99",$2.99 Shipping
1,MSI,"Open Box: MSI Laptop Prestige 14 A10SC-091 Intel Core i7 10th Gen 10710U (1.10 GHz) 16 GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q 14.0"" Windows 10 Pro 64-bit","$1,189.99",Special Shipping
2,ASUS,"ASUS ZenBook 14 Ultra-Slim Laptop 14"" Full HD 4-Way NanoEdge Bezel, AMD R7 3700U CPU, 16 GB DDR4, 1 TB PCIe SSD, Windows 10 Pro - UM433DA-NH74, Icicle Silver",$899.99,Free Shipping
3,ASUS,"ASUS VivoBook S15 S532 Thin & Light Laptop, 15.6"" FHD, Intel Core i7-10510U CPU, 16 GB RAM, 1 TB PCIe SSD, NVIDIA GeForce MX250 Graphics, IR Camera, Windows 10 Home, S532FL-DS79, Transparent Silver",$999.99,Free Shipping
4,HP,"HP 255 G7 15.6"" Notebook - A4-9125 - 4 GB RAM - 500 GB HDD - Windows 10 Home 64-bit - AMD Radeon R3 Graphics - English Keyboard",$359.00,$2.99 Shipping
5,AORUS,"GIGABYTE AORUS 17 SA Gaming Laptop - 17.3"" FHD 144 Hz - Intel Core 9th Gen i7-9750H (2.60 GHz) - NVIDIA GeForce GTX 1660 Ti 6 GB - 16 GB DDR4 RAM - 512 GB M.2 PCIe SSD - Windows 10 Home - SA-7US1130SH","$1,599.00",Free Shipping
6,Acer America,"Acer R752T-C1MT 11.6"" Touchscreen 2 in 1 Chromebook - 1366 x 768 - Celeron N4000 - 4 GB RAM - 32 GB Flash Memory - Shale Black",$395.99,$2.99 Shipping
7,HP,"HP EliteBook x360 1040 G6 14"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i5 i5-8265U - 16 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - In-plane Switching (IPS) Tec","$1,651.99",$2.99 Shipping
8,DELL,"Dell Precision 5000 5540 15.6"" Mobile Workstation - 1920 x 1080 - Core i7 i7-9850H - 8 GB RAM - 512 GB SSD - Platinum Silver","$1,999.99",$2.99 Shipping
9,Lenovo,"Lenovo 14e Chromebook 81MH0006US 14"" LCD Chromebook - AMD A-Series A4-9120 Dual-core (2 Core) 1.60 GHz - 4 GB LPDDR4X - 32 GB Flash Memory - Chrome OS - 1920 x 1080 - Twisted nematic (TN)",$277.99,Free Shipping
10,HP,"HP Laptop Stream 14-ds0070nr AMD A4-Series A4-9120e (1.50 GHz) 4 GB Memory 64 GB eMMC SSD AMD Radeon R3 Series 14.0"" Windows 10 S",$269.99,Free Shipping
11,ASUS,"ASUS VivoBook S15, 15.6"" Intel Core i5-8265U Processor, 8 GB DDR4, 256 GB SSD, Windows 10 - S530FA-DB51, Full HD NanoEdge Bezel, Gun Metal with Light Grey Trim Slim and Portable Laptop",$569.99,Free Shipping
