,brand,model_listing,price,shipping
0,HP,"Refurbished: HP Laptop EliteBook 8460P Intel Core i5 2nd Gen 2520M (2.50 GHz) 12 GB Memory 500 GB HDD Intel HD Graphics 3000 14.0"" Windows 10 Pro",$359.99,$2.99 Shipping
1,DELL,"Refurbished: DELL B Grade Laptop E7240 Intel Core i5 4th Gen 4200U (1.60 GHz) 8 GB Memory 128 GB SSD 12.5"" Windows 10 Pro 64-Bit",$224.99,$2.99 Shipping
2,DELL,"Refurbished: Refurbished Dell Grade A Latitude E6330 13.3"" Laptop, Intel Core I7-3520M 2.9 GHz, 8GB Memory, 512G SSD, DVD, WIFI, Windows 10 Home 64-bit (Multi-language), 1 Year Warranty",$419.99,$2.99 Shipping
3,DELL,"Refurbished: Refurbished Dell Latitude E5430 14.0"" Intel Core i5-3320M 2.6GHz 4GB DDR3 320GB DVD Windows 10 Professional 64 Bits 1 Year Warranty",$292.99,$2.99 Shipping
4,DELL,"Refurbished: Dell Grade A Latitude 3340 13.3"" Laptop Intel Core i5 4th Gen 4210U (1.70 GHz) 8 GB DDR3L 240 GB SSD Windows 10 Home 64-bit (Multi-language) 1 Year Warranty",$375.99,$2.99 Shipping
5,DELL,"Refurbished: Refurbished Dell Grade A Latitude E6230 Laptop, Intel Core I5 3320M 2.6GHz, 8G DDR3, 120G SSD, WIFI, 12INCH, Win 10 Home 64-bit Multi-Language, 1 Year Warranty",$312.99,$2.99 Shipping
6,HP,"Refurbished: HP Grade A Laptop EliteBook 745 G2 AMD A10-Series A10-7350B (2.10 GHz) 8 GB Memory 500 GB HDD AMD Radeon R6 Series 14.0"" Windows 10 Home 64-bit Multi-language",$352.99,$2.99 Shipping
7,HP,"Refurbished: HP Grade A Laptop EliteBook 745 G2 AMD A10-Series A10-7350B (2.10 GHz) 8 GB Memory 128 GB SSD AMD Radeon R6 Series 14.0"" Windows 10 Home 64-bit Multi-language",$373.99,$2.99 Shipping
8,HP,"Refurbished: HP Laptop EliteBook 2560P Intel Core i7 2nd Gen 2620M (2.70 GHz) 4 GB Memory 500 GB HDD Integrated Graphics 12.5"" Windows 7 Professional 64-Bit",$319.99,$2.99 Shipping
9,DELL,"Refurbished: DELL Laptop E6540 Intel Core i7 4th Gen 4800MQ (2.70 GHz) 16 GB Memory 250 GB SSD 15.6"" Windows 10 Pro 64-Bit",$443.99,$3.99 Shipping
10,DELL,"Refurbished: Refurbished: Dell Grade A Latitude E6420, Intel Core I7-2620M 2.7GHz, 16G DDR3, 1T SSD, DVD, 14"" Screen, Win 10 Home 64-bit, 1 Year Warranty",$545.99,$2.99 Shipping
11,Toshiba,"Refurbished: TOSHIBA Grade B Laptop Portege Z30-B Intel Core i7 5th Gen 5600U (2.60 GHz) 8 GB Memory 256 GB SSD 13.3"" Windows 10 Pro 64-Bit",$354.99,$2.99 Shipping
12,DELL,"Refurbished: Dell Grade A Latitude E5430 14.0"" Laptop Intel Core i7 3rd Gen 3520M (2.90 GHz) 4 GB DDR3 360 GB SSD DVD WIFI Windows 10 Home 64 bits (Multi-language) 1 Year Warranty",$391.99,$2.99 Shipping
13,HP,"Refurbished: Refurbished HP EliteBook 8570P 15.6"" Intel Core i7-3520M 2.90GHz 8GB DDR3 240GB SSD DVD Windows 10 Professional 64 Bits 1 Year Warranty",$429.99,$2.99 Shipping
14,DELL,"Refurbished: Refurbished Dell Grade A Latitude E6420 Laptop, Intel Core I7 2620M 2.7GHz, 8G DDR3, 512G SSD, DVD, 14INCH, Win 10 Home 64-bit Multi-Language, 1 Year Warranty",$400.99,$2.99 Shipping
15,DELL,"Refurbished: DELL Laptop Latitude E6410 Intel Core i7 1st Gen 620M (2.66 GHz) 4 GB Memory 320 GB HDD Intel HD Graphics 14.1"" Windows 10 Pro",$338.99,$2.99 Shipping
16,Lenovo,"Refurbished: Lenovo Grade A ThinkPad T460 14.0"" Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB DDR3L 1 TB SSD WIFI Bluetooth Windows 10 Home 64 bits (Multi-language) 1 Year Warranty",$547.99,$2.99 Shipping
17,Lenovo,"Refurbished: Lenovo B Grade Laptop T460S Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 256 GB SSD 14.0"" Touchscreen Windows 10 Pro 64-Bit",$434.99,$2.99 Shipping
18,DELL,"Refurbished: DELL Grade B Laptop E7470 Intel Core i5 6th Gen 6200U (2.30 GHz) 16 GB Memory 480 GB SSD 14.0"" Windows 10 Pro",$430.99,$2.99 Shipping
19,DELL,"Refurbished: Refurbished A GRADE Dell 7480 Core i7-7600U 2.8GHz, 16GB Ram, 512GB M.2-NVMe, 14"", FHD, Win 10 PRO 64bit, CAM, TOUCH",$618.99,$2.99 Shipping
20,HP,"Refurbished: Refurbished A GRADE HP ZBook 15 G3 Core i7-6820HQ 2.7GHz, 32GB, 1TB SSD, 15.6"", FHD, Win 10 PRO 64bit, CAM, NVIDIA Quadro M1000M",$771.99,$2.99 Shipping
21,DELL,"Refurbished: Refurbished B GRADE Dell E7470 Core i5-6300U 2.4GHz, 8GB, 128GB SSD, 14"", HD, Win10H64",$405.99,$2.99 Shipping
22,Lenovo,"Refurbished: Lenovo Laptop ThinkPad T430S Intel Core i7 3rd Gen 3520M (2.90 GHz) 8 GB Memory 120 GB SSD Integrated Graphics 14.0"" Windows 7 Professional 64-Bit",$392.99,$7.99 Shipping
23,DELL,"Refurbished: DELL Laptop E4300 Intel Core 2 Duo 2.40 GHz 4 GB Memory 320 GB HDD 13.3"" Windows 10 Pro 64-Bit",$179.99,Free Shipping
24,DELL,"Refurbished: DELL Grade A Laptop E6540 Intel Core i5 4th Gen 4300M (2.60 GHz) 16 GB Memory 240 GB SSD 15.6"" Windows 10 Pro 64-Bit",$388.99,$3.99 Shipping
25,DELL,"Refurbished: Refurbished Dell Latitude E5420 14.0"" Intel Core i5-2520M 2.5GHz 8GB DDR3 120GB SSD DVD Windows 10 Professional 64 Bits 1 Year Warranty",$319.99,$2.99 Shipping
26,HP,"Refurbished: HP Laptop EliteBook 8460P Intel Core i5 2nd Gen 2520M (2.50 GHz) 16 GB Memory 500 GB HDD Intel HD Graphics 3000 14.0"" Windows 10 Pro",$383.99,$2.99 Shipping
27,DELL,"Refurbished: DELL Laptop - B Grade E7240 Intel Core i7 4th Gen 4600U (2.10 GHz) 8 GB Memory 256 GB SSD 12.5"" Windows 10 Pro 64-Bit",$318.99,$3.99 Shipping
28,Apple,"Refurbished: Apple MacBook Pro MD212LL/A Intel Core i5-3210M X2 2.5GHz 8GB 128GB SSD, Silver (Scratch and Dent)",$529.99,$2.99 Shipping
29,Lenovo,"Refurbished: Lenovo Laptop (Grade C Scratch & Dent) ThinkPad T430 Intel Core i5 3rd Gen 3320M (2.60 GHz) 4 GB Memory 250 GB HDD 14.0"" Windows 10 Pro 64-Bit",$172.99,$2.99 Shipping
30,HP,"Refurbished: HP Grade B Laptop EliteBook Folio 9470M Intel Core i5 3rd Gen 3337U (1.80 GHz) 8 GB Memory 250 GB HDD 14.0"" Windows 10 Pro 64-Bit",$215.99,$3.99 Shipping
31,DELL,"Refurbished: DELL A Grade Laptop E6230 Intel Core i5 3rd Gen 3320M (2.60 GHz) 16 GB Memory 256 GB SSD 12.5"" Windows 10 Pro 64-Bit",$360.99,$2.99 Shipping
32,HP,"Refurbished: HP Laptop EliteBook 2560P Intel Core i5 2nd Gen 2520M (2.50 GHz) 16 GB Memory 256 GB SSD 12.5"" Windows 10 Pro 64-Bit",$340.99,Free Shipping
33,DELL,"Refurbished: DELL Laptop E5430 Intel Core i5 3rd Gen 3320M (2.60 GHz) 8 GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-Bit",$290.99,$3.99 Shipping
34,DELL,"Refurbished: DELL Laptop Latitude E6320 Intel Core i5 2nd Gen 2520M (2.50 GHz) 8 GB Memory 256 GB SSD 13.3"" Windows 10 Pro 64-Bit",$281.99,$2.99 Shipping
35,DELL,"Refurbished: DELL Laptop Latitude E6430U Intel Core i7 3rd Gen 3667U (2.00 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 4000 14.0"" Windows 10 Pro",$418.99,$2.99 Shipping
